题目编号,题目标题,选项,是否原题答案选项,选项性质,选择人数,有效作答人数,选择概率_选择人数除以该题作答人数,选择百分比_选择人数除以该题作答人数,情绪出现在本题候选情绪中的次数,被选数/出现数,被选数/出现数百分比,是否零选择选项,分析口径
ITEM-00045,2,惊喜,False,非答案候选选项,0,31,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,愉悦,False,非答案候选选项,0,31,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,感动,False,非答案候选选项,0,31,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,感激,False,非答案候选选项,0,31,0.0,0.0,9,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,抑郁,False,非答案候选选项,0,31,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,敌意,False,非答案候选选项,0,31,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,渴望,False,非答案候选选项,0,31,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,满足,False,非答案候选选项,0,31,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,爱,False,非答案候选选项,0,31,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,绝望,False,非答案候选选项,0,31,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,羞耻,False,非答案候选选项,0,31,0.0,0.0,9,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,羡慕,False,非答案候选选项,0,31,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,自满,False,非答案候选选项,0,31,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,自豪,False,非答案候选选项,0,31,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,蔑视,False,非答案候选选项,0,31,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,轻松,False,非答案候选选项,0,31,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,遗憾,False,非答案候选选项,0,31,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,释然,False,非答案候选选项,0,31,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00045,2,震惊,False,非答案候选选项,0,31,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,委屈,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,1,1.0,100.0,False,按实际呈现人数
ITEM-00046,89,痛苦,False,非答案候选选项,2,12,0.16666666666666666,16.666666666666664,2,1.0,100.0,False,按实际呈现人数
ITEM-00046,89,悲伤,True,标准答案选项,10,12,0.8333333333333334,83.33333333333334,12,0.8333333333333334,83.33333333333334,False,按实际呈现人数
ITEM-00046,89,不屑,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,2,0.5,50.0,False,按实际呈现人数
ITEM-00046,89,失望,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,2,0.5,50.0,False,按实际呈现人数
ITEM-00046,89,惊讶,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,2,0.5,50.0,False,按实际呈现人数
ITEM-00046,89,愁闷,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,2,0.5,50.0,False,按实际呈现人数
ITEM-00046,89,担忧,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,2,0.5,50.0,False,按实际呈现人数
ITEM-00046,89,内疚,True,标准答案选项,5,12,0.4166666666666667,41.66666666666667,12,0.4166666666666667,41.66666666666667,False,按实际呈现人数
ITEM-00046,89,恐惧,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00046,89,抑郁,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00046,89,蔑视,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00046,89,厌倦,False,非答案候选选项,1,12,0.08333333333333333,8.333333333333332,4,0.25,25.0,False,按实际呈现人数
ITEM-00046,89,共情痛苦,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,兴奋,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,兴趣,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,冷静,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,厌恶,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,困惑,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,好奇,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,嫉妒,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,审美欣赏,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,尴尬,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,崇拜,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,希望,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,平静,False,非答案候选选项,0,12,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,快乐,False,非答案候选选项,0,12,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,怀旧,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,怨恨,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,惊喜,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,愉悦,False,非答案候选选项,0,12,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,感激,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,敌意,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,满足,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,烦躁,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,爱,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,紧张,False,非答案候选选项,0,12,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,绝望,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,羡慕,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,自满,False,非答案候选选项,0,12,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,自豪,False,非答案候选选项,0,12,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,遗憾,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00046,89,释然,False,非答案候选选项,0,12,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,感激,False,非答案候选选项,1,16,0.0625,6.25,1,1.0,100.0,False,按实际呈现人数
ITEM-00047,90,满足,False,非答案候选选项,2,16,0.125,12.5,2,1.0,100.0,False,按实际呈现人数
ITEM-00047,90,轻松,False,非答案候选选项,1,16,0.0625,6.25,1,1.0,100.0,False,按实际呈现人数
ITEM-00047,90,愉悦,True,标准答案选项,11,16,0.6875,68.75,16,0.6875,68.75,False,按实际呈现人数
ITEM-00047,90,兴奋,False,非答案候选选项,4,16,0.25,25.0,6,0.6666666666666666,66.66666666666666,False,按实际呈现人数
ITEM-00047,90,快乐,True,标准答案选项,10,16,0.625,62.5,16,0.625,62.5,False,按实际呈现人数
ITEM-00047,90,惊喜,True,标准答案选项,9,16,0.5625,56.25,16,0.5625,56.25,False,按实际呈现人数
ITEM-00047,90,惊讶,False,非答案候选选项,1,16,0.0625,6.25,2,0.5,50.0,False,按实际呈现人数
ITEM-00047,90,共情痛苦,False,非答案候选选项,1,16,0.0625,6.25,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00047,90,困惑,False,非答案候选选项,1,16,0.0625,6.25,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00047,90,不屑,False,非答案候选选项,0,16,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,兴趣,False,非答案候选选项,0,16,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,内疚,False,非答案候选选项,0,16,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,冷静,False,非答案候选选项,0,16,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,厌倦,False,非答案候选选项,0,16,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,厌恶,False,非答案候选选项,0,16,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,失望,False,非答案候选选项,0,16,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,好奇,False,非答案候选选项,0,16,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,委屈,False,非答案候选选项,0,16,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,嫉妒,False,非答案候选选项,0,16,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,审美欣赏,False,非答案候选选项,0,16,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,崇拜,False,非答案候选选项,0,16,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,希望,False,非答案候选选项,0,16,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,平静,False,非答案候选选项,0,16,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,怀旧,False,非答案候选选项,0,16,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,怨恨,False,非答案候选选项,0,16,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,恐惧,False,非答案候选选项,0,16,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,悲伤,False,非答案候选选项,0,16,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,愁闷,False,非答案候选选项,0,16,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,感动,False,非答案候选选项,0,16,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,愤怒,False,非答案候选选项,0,16,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,抑郁,False,非答案候选选项,0,16,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,敌意,False,非答案候选选项,0,16,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,渴望,False,非答案候选选项,0,16,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,烦躁,False,非答案候选选项,0,16,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,焦虑,False,非答案候选选项,0,16,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,爱,False,非答案候选选项,0,16,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,痛苦,False,非答案候选选项,0,16,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,紧张,False,非答案候选选项,0,16,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,羡慕,False,非答案候选选项,0,16,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,自满,False,非答案候选选项,0,16,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,蔑视,False,非答案候选选项,0,16,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,遗憾,False,非答案候选选项,0,16,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,释然,False,非答案候选选项,0,16,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00047,90,震惊,False,非答案候选选项,0,16,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,愤怒,True,标准答案选项,24,34,0.7058823529411765,70.58823529411765,34,0.7058823529411765,70.58823529411765,False,按实际呈现人数
ITEM-00048,2,烦躁,False,非答案候选选项,2,34,0.058823529411764705,5.88235294117647,10,0.2,20.0,False,按实际呈现人数
ITEM-00048,2,焦虑,False,非答案候选选项,1,34,0.029411764705882353,2.941176470588235,5,0.2,20.0,False,按实际呈现人数
ITEM-00048,2,蔑视,False,非答案候选选项,2,34,0.058823529411764705,5.88235294117647,10,0.2,20.0,False,按实际呈现人数
ITEM-00048,2,震惊,False,非答案候选选项,1,34,0.029411764705882353,2.941176470588235,6,0.16666666666666666,16.666666666666664,False,按实际呈现人数
ITEM-00048,2,紧张,False,非答案候选选项,1,34,0.029411764705882353,2.941176470588235,7,0.14285714285714285,14.285714285714285,False,按实际呈现人数
ITEM-00048,2,遗憾,False,非答案候选选项,1,34,0.029411764705882353,2.941176470588235,8,0.125,12.5,False,按实际呈现人数
ITEM-00048,2,自满,False,非答案候选选项,1,34,0.029411764705882353,2.941176470588235,9,0.1111111111111111,11.11111111111111,False,按实际呈现人数
ITEM-00048,2,困惑,False,非答案候选选项,1,34,0.029411764705882353,2.941176470588235,11,0.09090909090909091,9.090909090909092,False,按实际呈现人数
ITEM-00048,2,不屑,False,非答案候选选项,0,34,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,共情痛苦,False,非答案候选选项,0,34,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,兴奋,False,非答案候选选项,0,34,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,兴趣,False,非答案候选选项,0,34,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,内疚,False,非答案候选选项,0,34,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,冷静,False,非答案候选选项,0,34,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,厌倦,False,非答案候选选项,0,34,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,厌恶,False,非答案候选选项,0,34,0.0,0.0,9,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,失望,False,非答案候选选项,0,34,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,好奇,False,非答案候选选项,0,34,0.0,0.0,9,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,委屈,False,非答案候选选项,0,34,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,嫉妒,False,非答案候选选项,0,34,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,审美欣赏,False,非答案候选选项,0,34,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,尴尬,False,非答案候选选项,0,34,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,崇拜,False,非答案候选选项,0,34,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,希望,False,非答案候选选项,0,34,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,平静,False,非答案候选选项,0,34,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,快乐,False,非答案候选选项,0,34,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,怀旧,False,非答案候选选项,0,34,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,怨恨,False,非答案候选选项,0,34,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,恐惧,False,非答案候选选项,0,34,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,悲伤,False,非答案候选选项,0,34,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,惊喜,False,非答案候选选项,0,34,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,惊讶,False,非答案候选选项,0,34,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,愁闷,False,非答案候选选项,0,34,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,愉悦,False,非答案候选选项,0,34,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,感动,False,非答案候选选项,0,34,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,感激,False,非答案候选选项,0,34,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,抑郁,False,非答案候选选项,0,34,0.0,0.0,9,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,担忧,False,非答案候选选项,0,34,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,敌意,False,非答案候选选项,0,34,0.0,0.0,11,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,渴望,False,非答案候选选项,0,34,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,满足,False,非答案候选选项,0,34,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,爱,False,非答案候选选项,0,34,0.0,0.0,9,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,痛苦,False,非答案候选选项,0,34,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,绝望,False,非答案候选选项,0,34,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,羞耻,False,非答案候选选项,0,34,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,羡慕,False,非答案候选选项,0,34,0.0,0.0,10,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,自豪,False,非答案候选选项,0,34,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,轻松,False,非答案候选选项,0,34,0.0,0.0,10,0.0,0.0,True,按实际呈现人数
ITEM-00048,2,释然,False,非答案候选选项,0,34,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,绝望,False,非答案候选选项,1,43,0.023255813953488372,2.3255813953488373,2,0.5,50.0,False,按实际呈现人数
ITEM-00049,17,遗憾,False,非答案候选选项,2,43,0.046511627906976744,4.651162790697675,4,0.5,50.0,False,按实际呈现人数
ITEM-00049,17,敌意,True,标准答案选项,18,43,0.4186046511627907,41.86046511627907,43,0.4186046511627907,41.86046511627907,False,按实际呈现人数
ITEM-00049,17,蔑视,False,非答案候选选项,4,43,0.09302325581395349,9.30232558139535,13,0.3076923076923077,30.76923076923077,False,按实际呈现人数
ITEM-00049,17,不屑,False,非答案候选选项,2,43,0.046511627906976744,4.651162790697675,8,0.25,25.0,False,按实际呈现人数
ITEM-00049,17,共情痛苦,False,非答案候选选项,2,43,0.046511627906976744,4.651162790697675,8,0.25,25.0,False,按实际呈现人数
ITEM-00049,17,平静,False,非答案候选选项,2,43,0.046511627906976744,4.651162790697675,9,0.2222222222222222,22.22222222222222,False,按实际呈现人数
ITEM-00049,17,冷静,False,非答案候选选项,2,43,0.046511627906976744,4.651162790697675,11,0.18181818181818182,18.181818181818183,False,按实际呈现人数
ITEM-00049,17,厌倦,False,非答案候选选项,1,43,0.023255813953488372,2.3255813953488373,7,0.14285714285714285,14.285714285714285,False,按实际呈现人数
ITEM-00049,17,失望,False,非答案候选选项,1,43,0.023255813953488372,2.3255813953488373,8,0.125,12.5,False,按实际呈现人数
ITEM-00049,17,爱,False,非答案候选选项,1,43,0.023255813953488372,2.3255813953488373,8,0.125,12.5,False,按实际呈现人数
ITEM-00049,17,自满,False,非答案候选选项,1,43,0.023255813953488372,2.3255813953488373,8,0.125,12.5,False,按实际呈现人数
ITEM-00049,17,厌恶,False,非答案候选选项,1,43,0.023255813953488372,2.3255813953488373,9,0.1111111111111111,11.11111111111111,False,按实际呈现人数
ITEM-00049,17,渴望,False,非答案候选选项,1,43,0.023255813953488372,2.3255813953488373,9,0.1111111111111111,11.11111111111111,False,按实际呈现人数
ITEM-00049,17,痛苦,False,非答案候选选项,1,43,0.023255813953488372,2.3255813953488373,9,0.1111111111111111,11.11111111111111,False,按实际呈现人数
ITEM-00049,17,快乐,False,非答案候选选项,1,43,0.023255813953488372,2.3255813953488373,11,0.09090909090909091,9.090909090909092,False,按实际呈现人数
ITEM-00049,17,轻松,False,非答案候选选项,1,43,0.023255813953488372,2.3255813953488373,13,0.07692307692307693,7.6923076923076925,False,按实际呈现人数
ITEM-00049,17,希望,False,非答案候选选项,1,43,0.023255813953488372,2.3255813953488373,14,0.07142857142857142,7.142857142857142,False,按实际呈现人数
ITEM-00049,17,兴奋,False,非答案候选选项,0,43,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,兴趣,False,非答案候选选项,0,43,0.0,0.0,9,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,内疚,False,非答案候选选项,0,43,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,困惑,False,非答案候选选项,0,43,0.0,0.0,9,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,好奇,False,非答案候选选项,0,43,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,委屈,False,非答案候选选项,0,43,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,嫉妒,False,非答案候选选项,0,43,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,审美欣赏,False,非答案候选选项,0,43,0.0,0.0,12,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,尴尬,False,非答案候选选项,0,43,0.0,0.0,10,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,崇拜,False,非答案候选选项,0,43,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,怀旧,False,非答案候选选项,0,43,0.0,0.0,9,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,怨恨,False,非答案候选选项,0,43,0.0,0.0,11,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,恐惧,False,非答案候选选项,0,43,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,悲伤,False,非答案候选选项,0,43,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,惊喜,False,非答案候选选项,0,43,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,惊讶,False,非答案候选选项,0,43,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,愁闷,False,非答案候选选项,0,43,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,愉悦,False,非答案候选选项,0,43,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,感动,False,非答案候选选项,0,43,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,感激,False,非答案候选选项,0,43,0.0,0.0,11,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,愤怒,False,非答案候选选项,0,43,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,抑郁,False,非答案候选选项,0,43,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,担忧,False,非答案候选选项,0,43,0.0,0.0,13,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,满足,False,非答案候选选项,0,43,0.0,0.0,14,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,烦躁,False,非答案候选选项,0,43,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,焦虑,False,非答案候选选项,0,43,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,紧张,False,非答案候选选项,0,43,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,羞耻,False,非答案候选选项,0,43,0.0,0.0,9,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,羡慕,False,非答案候选选项,0,43,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,自豪,False,非答案候选选项,0,43,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,释然,False,非答案候选选项,0,43,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00049,17,震惊,False,非答案候选选项,0,43,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,怨恨,True,标准答案选项,17,20,0.85,85.0,20,0.85,85.0,False,按实际呈现人数
ITEM-00050,92,敌意,True,标准答案选项,12,20,0.6,60.0,20,0.6,60.0,False,按实际呈现人数
ITEM-00050,92,悲伤,False,非答案候选选项,1,20,0.05,5.0,2,0.5,50.0,False,按实际呈现人数
ITEM-00050,92,愁闷,False,非答案候选选项,1,20,0.05,5.0,2,0.5,50.0,False,按实际呈现人数
ITEM-00050,92,绝望,False,非答案候选选项,2,20,0.1,10.0,4,0.5,50.0,False,按实际呈现人数
ITEM-00050,92,痛苦,False,非答案候选选项,2,20,0.1,10.0,5,0.4,40.0,False,按实际呈现人数
ITEM-00050,92,爱,False,非答案候选选项,1,20,0.05,5.0,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00050,92,愤怒,False,非答案候选选项,1,20,0.05,5.0,4,0.25,25.0,False,按实际呈现人数
ITEM-00050,92,不屑,False,非答案候选选项,1,20,0.05,5.0,5,0.2,20.0,False,按实际呈现人数
ITEM-00050,92,抑郁,False,非答案候选选项,1,20,0.05,5.0,5,0.2,20.0,False,按实际呈现人数
ITEM-00050,92,羞耻,False,非答案候选选项,1,20,0.05,5.0,5,0.2,20.0,False,按实际呈现人数
ITEM-00050,92,惊喜,False,非答案候选选项,1,20,0.05,5.0,8,0.125,12.5,False,按实际呈现人数
ITEM-00050,92,共情痛苦,False,非答案候选选项,0,20,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,兴奋,False,非答案候选选项,0,20,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,兴趣,False,非答案候选选项,0,20,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,内疚,False,非答案候选选项,0,20,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,冷静,False,非答案候选选项,0,20,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,厌倦,False,非答案候选选项,0,20,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,厌恶,False,非答案候选选项,0,20,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,困惑,False,非答案候选选项,0,20,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,失望,False,非答案候选选项,0,20,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,好奇,False,非答案候选选项,0,20,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,委屈,False,非答案候选选项,0,20,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00050,92,嫉妒,False,非答案候选选项,0,20,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
