题目编号,有效作答人数,严格完全识别率,完全识别率95%区间下限,完全识别率95%区间上限,平均部分标签得分,平均标签召回率,平均标签准确率,平均Jaccard相似度,平均非标准标签误选率,同能力校正题总相关,高低27%组D值,平均作答时间（秒）,作答时间中位数（秒）,题目标题,素材模态,能力类型,选项形式,每卷组合配额,组合题库数,期望作答人数,实际期望比,抽题组合,最高频选择,最高频选择率,标准情绪,最高频选择是否为标准情绪,统计初筛建议,专家复核结论,最终决策,复核备注
ITEM-00137,33.0,0.15151515151515152,0.06650457239529714,0.30919876025212834,0.6516696969696969,0.7272727272727273,0.6535353535353534,0.5272727272727272,0.3464646464646465,-0.24026903896969343,-0.25,30.728181818181817,29.16,69,音频,情绪识别,多选题,2,9,28.444444444444443,1.16015625,音频 / 多选题 / 情绪识别,愤怒,0.8484848484848485,愤怒｜轻视,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00039,13.0,0.8461538461538461,0.5776536874893673,0.9567418220347709,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.15384615384615385,0.023480533575620334,0.0,21.323076923076925,18.18,52,文本,情绪识别,单选题,1,10,12.8,1.015625,文本 / 单选题 / 情绪识别,痛苦,0.8461538461538461,痛苦,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00063,16.0,0.1875,0.06591599019788683,0.4300888116754912,0.547025,0.5625,0.5697916666666667,0.4395833333333333,0.4302083333333333,-0.4199938029129083,-0.5,22.064375,20.095,110,图像,情绪识别,多选题,3,22,17.454545454545453,0.9166666666666667,图像 / 多选题 / 情绪识别,愉悦,0.625,轻松｜愉悦,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00101,28.0,0.17857142857142858,0.07878501895759982,0.3559142494677742,0.5381035714285715,0.5714285714285714,0.5595238095238094,0.45535714285714285,0.4404761904761904,0.2827720283019609,0.42857142857142855,58.84499999999999,56.209999999999994,55,视频,情绪推理,多选题,2,8,32.0,0.875,视频 / 多选题 / 情绪推理,尴尬,0.6071428571428571,尴尬｜困惑,True,可能为困难题；内容确认后保留,待填写,待填写,待填写
ITEM-00091,28.0,0.25,0.12676494850621306,0.4335567047135223,0.5860571428571429,0.6428571428571429,0.5761904761904761,0.4869047619047619,0.4238095238095238,0.3346430960736845,0.2857142857142857,35.96964285714286,30.39,59,音频,情绪识别,多选题,2,9,28.444444444444443,0.984375,音频 / 多选题 / 情绪识别,痛苦,0.7857142857142857,内疚｜痛苦,True,暂时保留,待填写,待填写,待填写
ITEM-00145,29.0,0.034482758620689655,0.006113214225076519,0.17175522037795662,0.4829310344827587,0.5,0.5310344827586205,0.3614942528735632,0.46896551724137936,0.16448792373994223,0.14285714285714285,40.793793103448266,40.4,69,音频,情绪识别,多选题,2,9,28.444444444444443,1.01953125,音频 / 多选题 / 情绪识别,愤怒,0.7586206896551724,愤怒｜震惊,True,修改后补测；结合选项分布与专家复核,待填写,待填写,待填写
ITEM-00087,17.0,0.11764705882352941,0.032879773465990136,0.3433635080603935,0.6453764705882353,0.7058823529411765,0.6558823529411765,0.515686274509804,0.3441176470588236,-0.2066666666666668,-0.25,49.1064705882353,41.23,77,视频,情绪识别,多选题,2,13,19.692307692307693,0.86328125,视频 / 多选题 / 情绪识别,爱,0.7647058823529411,兴奋｜爱｜惊喜,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00135,39.0,0.05128205128205128,0.01417795528745254,0.16885640175960576,0.4608051282051282,0.5256410256410257,0.43119658119658116,0.3354700854700855,0.5688034188034189,-0.012234173100260752,0.0,31.83846153846154,28.12,68,文本,情绪识别,多选题,3,12,32.0,1.21875,文本 / 多选题 / 情绪识别,不屑,0.5641025641025641,不屑｜惊吓,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00132,14.0,0.14285714285714285,0.04009392090764893,0.39941379723733705,0.6122500000000001,0.6785714285714286,0.6297619047619047,0.47738095238095235,0.3702380952380952,-0.08446717229993574,0.0,34.811428571428564,31.59,37,图像,情绪识别,多选题,3,22,17.454545454545453,0.8020833333333334,图像 / 多选题 / 情绪识别,恭敬,1.0,平静｜恭敬,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00098,28.0,0.03571428571428571,0.0063325197789164955,0.17712197905773489,0.5436214285714287,0.49999999999999994,0.7232142857142857,0.4184523809523809,0.2767857142857143,-0.1116273095281076,-0.14285714285714285,38.28785714285714,32.955,1,视频,情绪推理,多选题,2,8,32.0,0.875,视频 / 多选题 / 情绪推理,自豪,0.75,感激｜自豪｜满足,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00025,4.0,0.5,0.15003898774401986,0.8499610122559802,0.5,0.5,0.5,0.5,0.5,,1.0,36.995,33.445,60,视频,情绪识别,单选题,1,19,6.7368421052631575,0.59375,视频 / 单选题 / 情绪识别,痛苦,0.5,痛苦,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00104,27.0,0.9629629629629629,0.8171653389987218,0.9934318540919532,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.037037037037037035,-0.20801257358446099,0.0,30.272592592592588,28.9,23,文本,情绪推理,单选题,1,4,32.0,0.84375,文本 / 单选题 / 情绪推理,兴奋,0.9629629629629629,兴奋,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00045,31.0,0.2903225806451613,0.16095800079274927,0.4659232947267443,0.2903225806451613,0.2903225806451613,0.2903225806451613,0.2903225806451613,0.7096774193548387,0.044092670828725485,0.0,46.24903225806451,38.11,2,音频,情绪识别,单选题,2,7,36.57142857142857,0.84765625,音频 / 单选题 / 情绪识别,紧张,0.2903225806451613,紧张,True,低区分度：内容审查并考虑补测,待填写,待填写,待填写
ITEM-00058,22.0,0.045454545454545456,0.008069427531839063,0.21798046029102053,0.30000000000000004,0.3409090909090909,0.2840909090909091,0.225,0.7159090909090909,0.18479453031403392,0.2,23.649545454545454,19.575,102,图像,情绪识别,多选题,3,22,17.454545454545453,1.2604166666666667,图像 / 多选题 / 情绪识别,愉悦,0.36363636363636365,感动｜愉悦,True,修改后补测；结合选项分布与专家复核,待填写,待填写,待填写
ITEM-00029,6.0,0.0,0.0,0.39033429165637346,0.0,0.0,0.0,0.0,1.0,,0.0,16.355,15.17,34,图像,情绪识别,单选题,2,28,9.142857142857142,0.65625,图像 / 单选题 / 情绪识别,共情痛苦,0.3333333333333333,厌恶,False,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00010,33.0,0.2727272727272727,0.15067440813206434,0.44217559142060436,0.7013060606060606,0.7878787878787878,0.6909090909090909,0.5974747474747474,0.3090909090909091,0.07230840224245516,0.0,20.94393939393939,18.18,63,文本,情绪识别,多选题,3,12,32.0,1.03125,文本 / 多选题 / 情绪识别,兴奋,0.8181818181818182,惊喜｜兴奋,True,低区分度：内容审查并考虑补测,待填写,待填写,待填写
ITEM-00144,31.0,0.45161290322580644,0.29161735871855426,0.6222783248628674,0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,0.5483870967741935,0.03811161074459465,0.125,42.149354838709684,32.44,118,文本,情绪推理,单选题,1,4,32.0,0.96875,文本 / 单选题 / 情绪推理,失望,0.45161290322580644,失望,True,低区分度：内容审查并考虑补测,待填写,待填写,待填写
ITEM-00044,21.0,0.0,0.0,0.15463902098714374,0.5698571428571431,0.5476190476190477,0.6825396825396824,0.4246031746031746,0.3174603174603174,,0.0,22.749047619047616,20.75,80,视频,情绪识别,多选题,2,13,19.692307692307693,1.06640625,视频 / 多选题 / 情绪识别,紧张,0.9047619047619048,紧张｜惊讶,True,修改后补测；结合选项分布与专家复核,待填写,待填写,待填写
ITEM-00131,14.0,0.07142857142857142,0.012722215106604151,0.31468704666737907,0.5765428571428571,0.6785714285714286,0.5761904761904761,0.4511904761904762,0.42380952380952375,-0.22585868535211973,0.0,20.79714285714286,21.814999999999998,115,图像,情绪识别,多选题,3,22,17.454545454545453,0.8020833333333334,图像 / 多选题 / 情绪识别,兴奋,0.7142857142857143,兴奋｜愉悦,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00080,35.0,0.0,0.0,0.0989009937303319,0.4547342857142858,0.36428571428571427,0.6809523809523809,0.3162585034013605,0.319047619047619,,0.0,45.21371428571428,37.88,65,视频,情绪推理,多选题,2,8,32.0,1.09375,视频 / 多选题 / 情绪推理,遗憾,0.7714285714285715,怀旧｜感动｜愉悦｜遗憾,True,修改后补测；结合选项分布与专家复核,待填写,待填写,待填写
ITEM-00030,8.0,0.5,0.21521606069626764,0.7847839393037324,0.5,0.5,0.5,0.5,0.5,0.4008918628686365,0.0,13.69875,12.8,42,图像,情绪识别,单选题,2,28,9.142857142857142,0.875,图像 / 单选题 / 情绪识别,困惑,0.5,困惑,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00042,22.0,0.18181818181818182,0.07306884532528965,0.3851660761507122,0.5759818181818182,0.6136363636363636,0.6015151515151516,0.4651515151515152,0.39848484848484844,-0.22329083797831029,-0.2,35.1240909090909,29.22,61,视频,情绪识别,多选题,2,13,19.692307692307693,1.1171875,视频 / 多选题 / 情绪识别,委屈,0.6363636363636364,委屈｜悲伤,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00038,9.0,0.7777777777777778,0.4525889666922117,0.9367748934594303,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.10910894511799615,0.0,34.77333333333333,31.28,51,文本,情绪识别,单选题,1,10,12.8,0.703125,文本 / 单选题 / 情绪识别,自满,0.7777777777777778,自满,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00028,3.0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,,1.0,22.626666666666665,11.3,24,图像,情绪识别,单选题,2,28,9.142857142857142,0.328125,图像 / 单选题 / 情绪识别,希望,0.3333333333333333,悲伤,False,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00129,21.0,0.19047619047619047,0.07667564999345375,0.40000564871287325,0.4793666666666667,0.5,0.4880952380952381,0.39841269841269844,0.5119047619047619,0.3093297246493451,0.2,23.375714285714288,20.36,103,图像,情绪识别,多选题,3,22,17.454545454545453,1.203125,图像 / 多选题 / 情绪识别,不屑,0.6666666666666666,不屑｜敌意,True,可能为困难题；内容确认后保留,待填写,待填写,待填写
ITEM-00041,18.0,0.16666666666666666,0.05836576760185505,0.39222038302033446,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.05383819020581663,0.0,18.413888888888884,16.86,54,文本,情绪识别,单选题,1,10,12.8,1.40625,文本 / 单选题 / 情绪识别,嫉妒,0.16666666666666666,自满,False,修改后补测；结合选项分布与专家复核,待填写,待填写,待填写
ITEM-00136,21.0,0.047619047619047616,0.00845598771610133,0.22669360270083821,0.6147380952380954,0.5873015873015872,0.6865079365079365,0.49126984126984125,0.3134920634920635,-0.29361380759439026,-0.2,25.944285714285716,24.06,71,文本,情绪识别,多选题,3,12,32.0,0.65625,文本 / 多选题 / 情绪识别,委屈,0.8571428571428571,委屈｜恐惧｜不屑,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00019,7.0,0.5714285714285714,0.25045836275303557,0.8417801460075546,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.10629880069054673,0.0,27.93,30.06,12,视频,情绪识别,单选题,1,19,6.7368421052631575,1.0390625,视频 / 单选题 / 情绪识别,烦躁,0.5714285714285714,烦躁,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00090,29.0,0.13793103448275862,0.054974399258594736,0.3055899387659865,0.6533758620689656,0.7931034482758621,0.6160919540229886,0.5270114942528735,0.38390804597701156,0.1646595161666548,0.0,39.894137931034486,35.89,56,音频,情绪识别,多选题,2,9,28.444444444444443,1.01953125,音频 / 多选题 / 情绪识别,怨恨,0.8620689655172413,怨恨｜失望,True,修改后补测；结合选项分布与专家复核,待填写,待填写,待填写
ITEM-00014,8.0,0.875,0.5291118149439162,0.9775825088000281,0.875,0.875,0.875,0.875,0.125,0.5360446202251746,0.5,40.4025,38.14,1,视频,情绪识别,单选题,1,19,6.7368421052631575,1.1875,视频 / 单选题 / 情绪识别,崇拜,0.875,崇拜,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00056,11.0,0.2727272727272727,0.09746059213308628,0.5656453033189257,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.7272727272727273,0.040378642654362376,0.0,25.90090909090909,23.4,101,图像,情绪识别,单选题,2,28,9.142857142857142,1.203125,图像 / 单选题 / 情绪识别,担忧,0.2727272727272727,担忧,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00126,17.0,0.0,-1.3877787807814457e-17,0.18431813738065556,0.3966411764705883,0.4411764705882353,0.41960784313725485,0.2784313725490196,0.5803921568627451,,0.0,29.97470588235294,27.87,86,视频,情绪识别,多选题,2,13,19.692307692307693,0.86328125,视频 / 多选题 / 情绪识别,惊讶,0.7647058823529411,惊讶｜愉悦,True,修改后补测；结合选项分布与专家复核,待填写,待填写,待填写
ITEM-00093,36.0,0.2222222222222222,0.11716331916128725,0.38084703082142346,0.6428611111111111,0.7222222222222222,0.6240740740740741,0.5453703703703704,0.375925925925926,0.09688582760884286,0.0,40.87527777777777,30.95,75,音频,情绪识别,多选题,2,9,28.444444444444443,1.265625,音频 / 多选题 / 情绪识别,委屈,0.7222222222222222,委屈｜悲伤,True,修改后补测；结合选项分布与专家复核,待填写,待填写,待填写
ITEM-00047,16.0,0.1875,0.06591599019788683,0.4300888116754912,0.6376437500000001,0.625,0.7354166666666666,0.5364583333333333,0.26458333333333334,0.17572114571482705,0.25,24.405625,17.799999999999997,90,图像,情绪识别,多选题,3,22,17.454545454545453,0.9166666666666667,图像 / 多选题 / 情绪识别,愉悦,0.6875,惊喜｜快乐｜愉悦,True,修改后补测；结合选项分布与专家复核,待填写,待填写,待填写
ITEM-00002,30.0,0.5333333333333333,0.3614229949695976,0.6976761120463056,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.21759136614588367,0.25,43.41700000000001,41.79,6,视频,情绪推理,单选题,1,4,32.0,0.9375,视频 / 单选题 / 情绪推理,感动,0.5333333333333333,感动,True,暂时保留,待填写,待填写,待填写
ITEM-00134,34.0,0.20588235294117646,0.10349526842851586,0.3679838819198484,0.6754970588235294,0.7647058823529411,0.642156862745098,0.5735294117647058,0.35784313725490197,-0.03033145324591985,0.1111111111111111,35.2235294117647,33.025,67,文本,情绪识别,多选题,3,12,32.0,1.0625,文本 / 多选题 / 情绪识别,敌意,0.8823529411764706,不屑｜敌意,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00059,12.0,0.75,0.4676946629183366,0.9110583323051143,0.75,0.75,0.75,0.75,0.25,-0.10286889997472817,-0.3333333333333333,23.1775,15.595,15,文本,情绪识别,单选题,1,10,12.8,0.9375,文本 / 单选题 / 情绪识别,羞耻,0.75,羞耻,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00054,15.0,0.06666666666666667,0.01186689536153232,0.2981653010887565,0.6188866666666667,0.6,0.7122222222222222,0.4988888888888888,0.28777777777777774,-0.09001800540180069,0.0,16.010666666666665,13.9,97,图像,情绪识别,多选题,3,22,17.454545454545453,0.8593750000000001,图像 / 多选题 / 情绪识别,轻松,0.7333333333333333,希望｜轻松｜愉悦,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00075,29.0,0.10344827586206896,0.035814891071239724,0.26385081247949216,0.5886793103448277,0.6379310344827587,0.6172413793103447,0.47068965517241373,0.38275862068965516,-0.29011568050835346,-0.2857142857142857,22.71068965517241,16.56,108,图像,情绪识别,多选题,3,22,17.454545454545453,1.6614583333333335,图像 / 多选题 / 情绪识别,愤怒,0.6551724137931034,震惊｜愤怒,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00001,5.0,0.8,0.375534627029995,0.9637758917743693,0.8,0.8,0.8,0.8,0.2,-0.5160468465421402,-1.0,33.89,26.62,3,视频,情绪识别,单选题,1,19,6.7368421052631575,0.7421875,视频 / 单选题 / 情绪识别,震惊,0.8,震惊,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00113,7.0,0.14285714285714285,0.025679624057823897,0.5131278321392249,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.4166666666666669,1.0,22.407142857142855,22.19,36,图像,情绪识别,单选题,2,28,9.142857142857142,0.765625,图像 / 单选题 / 情绪识别,好奇,0.42857142857142855,共情痛苦,False,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00105,41.0,0.04878048780487805,0.013480945243651773,0.16138978994036302,0.5430317073170732,0.5040650406504065,0.6890243902439024,0.4150406504065041,0.31097560975609756,0.6182076459879312,0.18181818181818182,46.1290243902439,42.89,2,音频,情绪推理,多选题,2,6,42.666666666666664,0.9609375,音频 / 多选题 / 情绪推理,紧张,0.6585365853658537,焦虑｜紧张｜内疚,True,可能为困难题；内容确认后保留,待填写,待填写,待填写
ITEM-00083,19.0,0.05263157894736842,0.009351993958601784,0.24638731374732356,0.5563947368421054,0.5789473684210527,0.5956140350877193,0.4131578947368421,0.40438596491228074,0.6602787308012059,0.2,82.2657894736842,57.63,73,视频,情绪识别,多选题,2,13,19.692307692307693,0.96484375,视频 / 多选题 / 情绪识别,爱,0.8421052631578947,爱｜释然,True,可能为困难题；内容确认后保留,待填写,待填写,待填写
ITEM-00074,14.0,0.7857142857142857,0.5241076920169465,0.9242861334670647,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.21428571428571427,0.19591793788175302,0.0,23.19,18.215,121,文本,情绪识别,单选题,1,10,12.8,1.09375,文本 / 单选题 / 情绪识别,自豪,0.7857142857142857,自豪,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00008,8.0,0.0,0.0,0.3244075683414076,0.0,0.0,0.0,0.0,1.0,,0.0,24.994999999999997,23.185000000000002,30,图像,情绪识别,单选题,2,28,9.142857142857142,0.875,图像 / 单选题 / 情绪识别,共情痛苦,0.125,困惑,False,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00128,17.0,0.17647058823529413,0.06191126589146398,0.4102945877077837,0.5980470588235295,0.6176470588235294,0.6274509803921569,0.4852941176470587,0.37254901960784315,0.31935205270153033,0.5,19.364117647058823,17.99,100,图像,情绪识别,多选题,3,22,17.454545454545453,0.9739583333333334,图像 / 多选题 / 情绪识别,兴奋,0.8823529411764706,兴奋｜期望,True,可能为困难题；内容确认后保留,待填写,待填写,待填写
ITEM-00055,18.0,0.05555555555555555,0.009875190868776959,0.2575730099608091,0.6806833333333332,0.6527777777777778,0.7833333333333333,0.5648148148148149,0.21666666666666667,-0.2400980191995123,-0.25,24.23611111111111,20.439999999999998,98,图像,情绪识别,多选题,3,22,17.454545454545453,1.03125,图像 / 多选题 / 情绪识别,快乐,0.8333333333333334,兴奋｜轻松｜愉悦｜快乐,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00062,10.0,0.8,0.4901624691221323,0.9433178490622331,0.8,0.8,0.8,0.8,0.2,0.04096159602595202,-0.5,23.565,19.14,23,文本,情绪识别,单选题,1,10,12.8,0.78125,文本 / 单选题 / 情绪识别,惊喜,0.8,惊喜,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00114,9.0,0.1111111111111111,0.01989088741690992,0.4349997083707909,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.5909090909090909,0.5,18.17222222222222,13.16,38,图像,情绪识别,单选题,2,28,9.142857142857142,0.984375,图像 / 单选题 / 情绪识别,困惑,0.3333333333333333,遗憾,False,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00081,26.0,0.15384615384615385,0.06150033680770284,0.3353119949351658,0.6232653846153847,0.6730769230769231,0.6307692307692307,0.5025641025641024,0.3692307692307693,-0.26021701007932874,-0.14285714285714285,53.964615384615385,51.03,58,视频,情绪识别,多选题,2,13,19.692307692307693,1.3203125,视频 / 多选题 / 情绪识别,审美欣赏,0.7692307692307693,审美欣赏｜怀旧,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00133,11.0,0.09090909090909091,0.016232172705325593,0.3773584391082959,0.3727272727272727,0.45454545454545453,0.32575757575757575,0.30606060606060603,0.6742424242424242,0.10673521004472303,0.0,27.543636363636367,18.88,99,图像,情绪识别,多选题,3,22,17.454545454545453,0.6302083333333334,图像 / 多选题 / 情绪识别,平静,0.45454545454545453,平静｜期待,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00085,13.0,0.3076923076923077,0.12680703567070326,0.5763065701492199,0.7930384615384616,0.9615384615384616,0.7025641025641026,0.6897435897435897,0.2974358974358975,-0.33163836075902653,-0.3333333333333333,30.97384615384615,28.63,76,视频,情绪识别,多选题,2,13,19.692307692307693,0.66015625,视频 / 多选题 / 情绪识别,自豪,1.0,自豪｜兴奋,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00033,9.0,0.5555555555555556,0.26665129180087416,0.8112214802294544,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,-0.0316227766016839,0.0,12.407777777777778,10.61,44,图像,情绪识别,单选题,2,28,9.142857142857142,0.984375,图像 / 单选题 / 情绪识别,惊讶,0.5555555555555556,惊讶,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00050,20.0,0.25,0.11186170069997625,0.46870087939258864,0.695015,0.725,0.7499999999999999,0.5916666666666666,0.24999999999999994,-0.05425921863308766,0.0,18.911,16.23,92,图像,情绪识别,多选题,3,22,17.454545454545453,1.1458333333333335,图像 / 多选题 / 情绪识别,怨恨,0.85,敌意｜怨恨,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00022,9.0,0.6666666666666666,0.35420213352505864,0.8794161825659264,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2169304578186562,0.0,40.84,35.48,16,视频,情绪识别,单选题,1,19,6.7368421052631575,1.3359375,视频 / 单选题 / 情绪识别,震惊,0.6666666666666666,震惊,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00111,12.0,0.5833333333333334,0.31951131084242423,0.8067396875653928,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.4166666666666667,-0.2548235957188128,-0.3333333333333333,15.810833333333333,15.48,31,图像,情绪识别,单选题,2,28,9.142857142857142,1.3125,图像 / 单选题 / 情绪识别,无奈,0.5833333333333334,无奈,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00127,20.0,0.05,0.008881448702335523,0.23613119546428119,0.48571500000000006,0.4499999999999999,0.575,0.3516666666666667,0.425,-0.06088061449793078,0.0,69.15450000000001,60.075,87,视频,情绪识别,多选题,2,13,19.692307692307693,1.015625,视频 / 多选题 / 情绪识别,震惊,0.6,震惊｜蔑视｜同情,True,负相关复核：同时检查样本、维度、答案键与题意,待填写,待填写,待填写
ITEM-00032,5.0,0.4,0.11762077314099711,0.7692757205908813,0.4,0.4,0.4,0.4,0.6,0.38888888888888906,1.0,20.490000000000002,19.73,41,图像,情绪识别,单选题,2,28,9.142857142857142,0.546875,图像 / 单选题 / 情绪识别,愉悦,0.4,愉悦,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00067,9.0,0.5555555555555556,0.26665129180087416,0.8112214802294544,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.22556657928456694,0.0,17.642222222222223,17.13,114,图像,情绪识别,单选题,2,28,9.142857142857142,0.984375,图像 / 单选题 / 情绪识别,震惊,0.5555555555555556,震惊,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00026,8.0,0.625,0.30574239265377096,0.8631557152608771,0.625,0.625,0.625,0.625,0.375,0.6546536707079773,1.0,47.42,51.239999999999995,64,视频,情绪识别,单选题,1,19,6.7368421052631575,1.1875,视频 / 单选题 / 情绪识别,悲伤,0.625,悲伤,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00066,17.0,0.0,-1.3877787807814457e-17,0.18431813738065556,0.6723588235294118,0.6029411764705882,0.8647058823529411,0.5470588235294118,0.13529411764705881,,0.0,19.174705882352942,16.63,113,图像,情绪识别,多选题,3,22,17.454545454545453,0.9739583333333334,图像 / 多选题 / 情绪识别,悲伤,0.8235294117647058,渴望｜痛苦｜悲伤｜绝望,True,修改后补测；结合选项分布与专家复核,待填写,待填写,待填写
ITEM-00017,6.0,0.8333333333333334,0.4364971749742326,0.969946630588185,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.23354968324845687,0.0,36.09,41.845,10,视频,情绪识别,单选题,1,19,6.7368421052631575,0.890625,视频 / 单选题 / 情绪识别,愤怒,0.8333333333333334,愤怒,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00116,12.0,0.5833333333333334,0.31951131084242423,0.8067396875653928,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.1542588757285806,0.3333333333333333,18.587500000000002,14.665,46,图像,情绪识别,单选题,2,28,9.142857142857142,1.3125,图像 / 单选题 / 情绪识别,悲伤,0.5833333333333334,悲伤,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00147,4.0,0.75,0.3006418400969081,0.954412739704631,0.75,0.75,0.75,0.75,0.25,,1.0,49.1725,48.665,6,视频,情绪识别,单选题,1,19,6.7368421052631575,0.59375,视频 / 单选题 / 情绪识别,感动,0.75,感动,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00120,8.0,0.125,0.022417491199971912,0.47088818505608376,0.125,0.125,0.125,0.125,0.875,-0.19557956467948945,0.0,25.5625,15.799999999999999,105,图像,情绪识别,单选题,2,28,9.142857142857142,0.875,图像 / 单选题 / 情绪识别,不屑,0.125,紧张,False,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00021,6.0,0.16666666666666666,0.030053369411815023,0.5635028250257673,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.31622776601683794,0.0,54.96,54.16,14,视频,情绪识别,单选题,1,19,6.7368421052631575,0.890625,视频 / 单选题 / 情绪识别,兴趣,0.16666666666666666,怀旧,False,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00016,8.0,0.75,0.40927542792725174,0.9285207879020445,0.75,0.75,0.75,0.75,0.25,-0.4622501635210241,-0.5,55.5125,60.04,9,视频,情绪识别,单选题,1,19,6.7368421052631575,1.1875,视频 / 单选题 / 情绪识别,不屑,0.75,不屑,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00117,10.0,0.2,0.05668215093776685,0.5098375308778678,0.2,0.2,0.2,0.2,0.8,0.21128856368212914,0.5,24.398999999999997,20.0,47,图像,情绪识别,单选题,2,28,9.142857142857142,1.09375,图像 / 单选题 / 情绪识别,委屈,0.2,焦虑,False,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00119,8.0,0.25,0.07147921209795555,0.5907245720727483,0.25,0.25,0.25,0.25,0.75,0.029197858123689142,0.0,21.3125,18.785,49,图像,情绪识别,单选题,2,28,9.142857142857142,0.875,图像 / 单选题 / 情绪识别,厌倦,0.25,厌倦,True,需要补充样本后再判断,待填写,待填写,待填写
