题目编号,情绪标签,是否标准标签,选择人次,选择者同能力其余题均分,抽中人数,选择率
ITEM-00059,绝望,False,1,0.4,12,0.08333333333333333
ITEM-00059,羞耻,True,9,0.2592592592592593,12,0.75
ITEM-00060,共情痛苦,False,1,0.26666666666666666,11,0.09090909090909091
ITEM-00060,冷静,False,2,0.2,11,0.18181818181818182
ITEM-00060,希望,False,1,0.2,11,0.09090909090909091
ITEM-00060,感动,False,1,0.13333333333333333,11,0.09090909090909091
ITEM-00060,感激,True,3,0.35555555555555557,11,0.2727272727272727
ITEM-00060,担忧,False,1,0.2,11,0.09090909090909091
ITEM-00060,轻松,False,1,0.26666666666666666,11,0.09090909090909091
ITEM-00060,遗憾,False,1,0.4666666666666667,11,0.09090909090909091
ITEM-00061,兴奋,False,2,0.4,18,0.1111111111111111
ITEM-00061,兴趣,False,2,0.23333333333333334,18,0.1111111111111111
ITEM-00061,崇拜,False,1,0.26666666666666666,18,0.05555555555555555
ITEM-00061,希望,False,1,0.26666666666666666,18,0.05555555555555555
ITEM-00061,快乐,True,17,0.2901960784313726,18,0.9444444444444444
ITEM-00061,惊喜,False,2,0.26666666666666666,18,0.1111111111111111
ITEM-00061,愉悦,True,17,0.29411764705882354,18,0.9444444444444444
ITEM-00061,渴望,False,3,0.26666666666666666,18,0.16666666666666666
ITEM-00061,满足,False,4,0.3666666666666667,18,0.2222222222222222
ITEM-00061,爱,False,2,0.26666666666666666,18,0.1111111111111111
ITEM-00061,羡慕,False,1,0.26666666666666666,18,0.05555555555555555
ITEM-00061,自豪,False,2,0.23333333333333334,18,0.1111111111111111
ITEM-00061,轻松,False,2,0.2,18,0.1111111111111111
ITEM-00062,快乐,False,1,0.26666666666666666,10,0.1
ITEM-00062,惊喜,True,8,0.21666666666666667,10,0.8
ITEM-00062,爱,False,1,0.13333333333333333,10,0.1
ITEM-00063,好奇,False,1,0.13333333333333333,16,0.0625
ITEM-00063,审美欣赏,False,2,0.26666666666666666,16,0.125
ITEM-00063,崇拜,False,2,0.16666666666666666,16,0.125
ITEM-00063,希望,False,2,0.23333333333333334,16,0.125
ITEM-00063,快乐,False,2,0.3,16,0.125
ITEM-00063,惊喜,False,1,0.3333333333333333,16,0.0625
ITEM-00063,愉悦,True,10,0.26,16,0.625
ITEM-00063,感动,False,1,0.4666666666666667,16,0.0625
ITEM-00063,渴望,False,3,0.17777777777777778,16,0.1875
ITEM-00063,爱,False,1,0.3333333333333333,16,0.0625
ITEM-00063,羡慕,False,1,0.26666666666666666,16,0.0625
ITEM-00063,自豪,False,1,0.3333333333333333,16,0.0625
ITEM-00063,轻松,True,8,0.2583333333333333,16,0.5
ITEM-00064,兴奋,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00064,兴趣,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00064,厌倦,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00064,好奇,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00064,审美欣赏,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00064,希望,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00064,快乐,False,1,0.13333333333333333,18,0.05555555555555555
ITEM-00064,惊喜,False,2,0.26666666666666666,18,0.1111111111111111
ITEM-00064,惊讶,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00064,愉悦,True,10,0.30666666666666664,18,0.5555555555555556
ITEM-00064,感动,False,2,0.26666666666666666,18,0.1111111111111111
ITEM-00064,感激,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00064,渴望,False,2,0.26666666666666666,18,0.1111111111111111
ITEM-00064,烦躁,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00064,爱,False,1,0.4666666666666667,18,0.05555555555555555
ITEM-00064,羡慕,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00064,释然,True,7,0.3523809523809524,18,0.3888888888888889
ITEM-00064,震惊,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00065,共情痛苦,False,1,0.2,20,0.05
ITEM-00065,内疚,False,2,0.2,20,0.1
ITEM-00065,厌倦,False,1,0.26666666666666666,20,0.05
ITEM-00065,怨恨,False,1,0.26666666666666666,20,0.05
ITEM-00065,悲伤,True,15,0.26666666666666666,20,0.75
ITEM-00065,感动,True,3,0.22222222222222224,20,0.15
ITEM-00065,抑郁,False,4,0.21666666666666667,20,0.2
ITEM-00065,担忧,False,2,0.3666666666666667,20,0.1
ITEM-00065,焦虑,False,1,0.4,20,0.05
ITEM-00065,紧张,False,1,0.4,20,0.05
ITEM-00065,遗憾,True,12,0.31666666666666665,20,0.6
ITEM-00065,释然,True,5,0.30666666666666664,20,0.25
ITEM-00066,怨恨,False,1,0.5333333333333333,17,0.058823529411764705
ITEM-00066,恐惧,False,2,0.3666666666666667,17,0.11764705882352941
ITEM-00066,悲伤,True,14,0.34285714285714286,17,0.8235294117647058
ITEM-00066,愁闷,False,1,0.5333333333333333,17,0.058823529411764705
ITEM-00066,担忧,False,2,0.23333333333333334,17,0.11764705882352941
ITEM-00066,渴望,True,3,0.2888888888888889,17,0.17647058823529413
ITEM-00066,焦虑,False,1,0.26666666666666666,17,0.058823529411764705
ITEM-00066,痛苦,True,13,0.3487179487179487,17,0.7647058823529411
ITEM-00066,绝望,True,11,0.36363636363636365,17,0.6470588235294118
ITEM-00067,兴奋,False,1,0.2,9,0.1111111111111111
ITEM-00067,怀旧,False,1,0.3333333333333333,9,0.1111111111111111
ITEM-00067,感动,False,1,0.2,9,0.1111111111111111
ITEM-00067,紧张,False,1,0.26666666666666666,9,0.1111111111111111
ITEM-00067,震惊,True,5,0.30666666666666664,9,0.5555555555555556
ITEM-00068,不屑,True,28,0.30476190476190473,35,0.8
ITEM-00068,兴奋,False,1,0.26666666666666666,35,0.02857142857142857
ITEM-00068,厌倦,False,1,0.26666666666666666,35,0.02857142857142857
ITEM-00068,厌恶,True,15,0.3288888888888889,35,0.42857142857142855
ITEM-00068,好奇,False,2,0.26666666666666666,35,0.05714285714285714
ITEM-00068,审美欣赏,False,1,0.26666666666666666,35,0.02857142857142857
ITEM-00068,怨恨,False,1,0.3333333333333333,35,0.02857142857142857
ITEM-00068,愤怒,False,3,0.35555555555555557,35,0.08571428571428572
ITEM-00068,敌意,False,4,0.26666666666666666,35,0.11428571428571428
ITEM-00068,满足,False,1,0.26666666666666666,35,0.02857142857142857
ITEM-00068,烦躁,False,5,0.3333333333333333,35,0.14285714285714285
ITEM-00068,紧张,False,1,0.13333333333333333,35,0.02857142857142857
ITEM-00068,自满,False,1,0.2,35,0.02857142857142857
ITEM-00068,自豪,False,1,0.2,35,0.02857142857142857
ITEM-00068,蔑视,False,5,0.30666666666666664,35,0.14285714285714285
ITEM-00069,共情痛苦,False,1,0.26666666666666666,24,0.041666666666666664
ITEM-00069,希望,False,1,0.4,24,0.041666666666666664
ITEM-00069,快乐,False,1,0.2,24,0.041666666666666664
ITEM-00069,怀旧,False,2,0.33333333333333337,24,0.08333333333333333
ITEM-00069,愉悦,True,12,0.29444444444444445,24,0.5
ITEM-00069,感动,False,2,0.3,24,0.08333333333333333
ITEM-00069,感激,True,8,0.2583333333333333,24,0.3333333333333333
ITEM-00069,抑郁,False,1,0.26666666666666666,24,0.041666666666666664
ITEM-00069,渴望,False,1,0.2,24,0.041666666666666664
ITEM-00069,满足,False,2,0.26666666666666666,24,0.08333333333333333
ITEM-00069,爱,True,21,0.2984126984126984,24,0.875
ITEM-00069,遗憾,False,2,0.16666666666666669,24,0.08333333333333333
ITEM-00070,不屑,False,1,0.26666666666666666,37,0.02702702702702703
ITEM-00070,冷静,False,1,0.26666666666666666,37,0.02702702702702703
ITEM-00070,厌倦,False,2,0.33333333333333337,37,0.05405405405405406
ITEM-00070,困惑,True,29,0.31264367816091954,37,0.7837837837837838
ITEM-00070,失望,False,1,0.3333333333333333,37,0.02702702702702703
ITEM-00070,委屈,False,6,0.3111111111111111,37,0.16216216216216217
ITEM-00070,嫉妒,False,1,0.4666666666666667,37,0.02702702702702703
ITEM-00070,怨恨,False,3,0.4444444444444445,37,0.08108108108108109
ITEM-00070,恐惧,False,1,0.3333333333333333,37,0.02702702702702703
ITEM-00070,悲伤,False,2,0.2,37,0.05405405405405406
ITEM-00070,惊讶,False,1,0.3333333333333333,37,0.02702702702702703
ITEM-00070,愁闷,False,4,0.36666666666666664,37,0.10810810810810811
ITEM-00070,愤怒,False,3,0.26666666666666666,37,0.08108108108108109
ITEM-00070,敌意,False,2,0.26666666666666666,37,0.05405405405405406
ITEM-00070,渴望,False,2,0.3,37,0.05405405405405406
ITEM-00070,烦躁,False,3,0.2888888888888889,37,0.08108108108108109
ITEM-00070,痛苦,True,22,0.3151515151515152,37,0.5945945945945946
ITEM-00070,绝望,False,2,0.3,37,0.05405405405405406
ITEM-00070,蔑视,False,1,0.26666666666666666,37,0.02702702702702703
ITEM-00070,遗憾,False,1,0.26666666666666666,37,0.02702702702702703
ITEM-00070,震惊,False,1,0.3333333333333333,37,0.02702702702702703
ITEM-00071,困惑,False,1,0.2,18,0.05555555555555555
ITEM-00071,失望,True,14,0.3095238095238095,18,0.7777777777777778
ITEM-00071,委屈,False,3,0.3111111111111111,18,0.16666666666666666
ITEM-00071,悲伤,False,3,0.26666666666666666,18,0.16666666666666666
ITEM-00071,愁闷,False,3,0.26666666666666666,18,0.16666666666666666
ITEM-00071,抑郁,False,1,0.4,18,0.05555555555555555
ITEM-00071,担忧,False,3,0.2888888888888889,18,0.16666666666666666
ITEM-00071,敌意,False,1,0.2,18,0.05555555555555555
ITEM-00071,焦虑,False,1,0.2,18,0.05555555555555555
ITEM-00071,痛苦,False,2,0.23333333333333334,18,0.1111111111111111
ITEM-00071,紧张,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00071,绝望,False,1,0.4,18,0.05555555555555555
ITEM-00071,遗憾,False,2,0.4666666666666667,18,0.1111111111111111
ITEM-00071,释然,False,2,0.23333333333333334,18,0.1111111111111111
ITEM-00071,震惊,True,5,0.3066666666666667,18,0.2777777777777778
ITEM-00072,兴趣,True,1,0.2,26,0.038461538461538464
ITEM-00072,冷静,False,2,0.26666666666666666,26,0.07692307692307693
ITEM-00072,好奇,False,1,0.5333333333333333,26,0.038461538461538464
ITEM-00072,希望,True,13,0.3384615384615385,26,0.5
ITEM-00072,快乐,False,1,0.13333333333333333,26,0.038461538461538464
ITEM-00072,愉悦,True,9,0.35555555555555557,26,0.34615384615384615
ITEM-00072,感动,False,1,0.2,26,0.038461538461538464
ITEM-00072,感激,False,2,0.43333333333333335,26,0.07692307692307693
ITEM-00072,满足,True,20,0.33999999999999997,26,0.7692307692307693
ITEM-00072,自豪,False,1,0.26666666666666666,26,0.038461538461538464
ITEM-00072,轻松,True,22,0.3424242424242424,26,0.8461538461538461
ITEM-00072,释然,False,3,0.39999999999999997,26,0.11538461538461539
ITEM-00073,共情痛苦,False,2,0.19999999999999998,19,0.10526315789473684
ITEM-00073,内疚,False,1,0.2,19,0.05263157894736842
ITEM-00073,崇拜,False,1,0.5333333333333333,19,0.05263157894736842
ITEM-00073,希望,False,2,0.3,19,0.10526315789473684
ITEM-00073,愉悦,False,1,0.26666666666666666,19,0.05263157894736842
ITEM-00073,感动,True,16,0.31666666666666665,19,0.8421052631578947
ITEM-00073,感激,False,2,0.43333333333333335,19,0.10526315789473684
ITEM-00073,渴望,False,2,0.4666666666666667,19,0.10526315789473684
ITEM-00073,爱,True,5,0.3333333333333333,19,0.2631578947368421
ITEM-00073,羡慕,False,1,0.4,19,0.05263157894736842
ITEM-00073,自豪,False,2,0.26666666666666666,19,0.10526315789473684
ITEM-00073,遗憾,False,2,0.3333333333333333,19,0.10526315789473684
ITEM-00073,释然,False,1,0.4,19,0.05263157894736842
ITEM-00074,不屑,False,1,0.3333333333333333,14,0.07142857142857142
ITEM-00074,共情痛苦,False,1,0.26666666666666666,14,0.07142857142857142
ITEM-00074,兴奋,False,1,0.26666666666666666,14,0.07142857142857142
ITEM-00074,自豪,True,11,0.32727272727272727,14,0.7857142857142857
ITEM-00075,不屑,False,1,0.2,29,0.034482758620689655
ITEM-00075,共情痛苦,False,1,0.3333333333333333,29,0.034482758620689655
ITEM-00075,厌倦,False,1,0.2,29,0.034482758620689655
ITEM-00075,厌恶,False,5,0.29333333333333333,29,0.1724137931034483
ITEM-00075,失望,False,4,0.2833333333333333,29,0.13793103448275862
ITEM-00075,好奇,False,1,0.26666666666666666,29,0.034482758620689655
ITEM-00075,怨恨,False,3,0.2888888888888889,29,0.10344827586206896
ITEM-00075,恐惧,False,1,0.4,29,0.034482758620689655
ITEM-00075,惊喜,False,1,0.3333333333333333,29,0.034482758620689655
ITEM-00075,惊讶,False,2,0.2,29,0.06896551724137931
ITEM-00075,愁闷,False,1,0.13333333333333333,29,0.034482758620689655
ITEM-00075,愤怒,True,19,0.29473684210526313,29,0.6551724137931034
ITEM-00075,担忧,False,1,0.4,29,0.034482758620689655
ITEM-00075,敌意,False,1,0.13333333333333333,29,0.034482758620689655
ITEM-00075,渴望,False,1,0.3333333333333333,29,0.034482758620689655
ITEM-00075,烦躁,False,1,0.13333333333333333,29,0.034482758620689655
ITEM-00075,痛苦,False,1,0.26666666666666666,29,0.034482758620689655
ITEM-00075,紧张,False,2,0.43333333333333335,29,0.06896551724137931
ITEM-00075,绝望,False,1,0.26666666666666666,29,0.034482758620689655
ITEM-00075,震惊,True,18,0.28518518518518515,29,0.6206896551724138
ITEM-00076,共情痛苦,False,2,0.2,24,0.08333333333333333
ITEM-00076,厌恶,False,2,0.3666666666666667,24,0.08333333333333333
ITEM-00076,困惑,False,1,0.3333333333333333,24,0.041666666666666664
ITEM-00076,失望,False,3,0.3333333333333333,24,0.125
ITEM-00076,委屈,False,1,0.4666666666666667,24,0.041666666666666664
ITEM-00076,嫉妒,False,1,0.4666666666666667,24,0.041666666666666664
ITEM-00076,尴尬,False,2,0.33333333333333337,24,0.08333333333333333
ITEM-00076,希望,False,1,0.2,24,0.041666666666666664
ITEM-00076,怨恨,False,3,0.3333333333333333,24,0.125
ITEM-00076,悲伤,False,2,0.2,24,0.08333333333333333
ITEM-00076,愉悦,False,1,0.2,24,0.041666666666666664
ITEM-00076,愤怒,False,2,0.3,24,0.08333333333333333
ITEM-00076,敌意,False,3,0.3333333333333333,24,0.125
ITEM-00076,烦躁,True,16,0.38333333333333336,24,0.6666666666666666
ITEM-00076,痛苦,False,2,0.5,24,0.08333333333333333
ITEM-00076,绝望,False,2,0.30000000000000004,24,0.08333333333333333
ITEM-00076,羞耻,True,3,0.37777777777777777,24,0.125
ITEM-00076,遗憾,False,1,0.4,24,0.041666666666666664
ITEM-00076,震惊,False,3,0.26666666666666666,24,0.125
ITEM-00077,不屑,False,2,0.26666666666666666,26,0.07692307692307693
ITEM-00077,厌倦,True,13,0.28717948717948716,26,0.5
ITEM-00077,厌恶,False,2,0.26666666666666666,26,0.07692307692307693
ITEM-00077,困惑,False,3,0.26666666666666666,26,0.11538461538461539
ITEM-00077,失望,False,2,0.2,26,0.07692307692307693
ITEM-00077,委屈,False,2,0.26666666666666666,26,0.07692307692307693
ITEM-00077,尴尬,False,1,0.13333333333333333,26,0.038461538461538464
ITEM-00077,怀旧,False,1,0.13333333333333333,26,0.038461538461538464
ITEM-00077,怨恨,False,1,0.13333333333333333,26,0.038461538461538464
ITEM-00077,惊讶,False,1,0.26666666666666666,26,0.038461538461538464
ITEM-00077,愤怒,False,3,0.19999999999999998,26,0.11538461538461539
ITEM-00077,敌意,False,1,0.26666666666666666,26,0.038461538461538464
ITEM-00077,烦躁,True,19,0.2912280701754386,26,0.7307692307692307
ITEM-00077,焦虑,False,1,0.2,26,0.038461538461538464
ITEM-00077,绝望,False,1,0.26666666666666666,26,0.038461538461538464
ITEM-00077,蔑视,False,1,0.5333333333333333,26,0.038461538461538464
ITEM-00078,共情痛苦,False,1,0.42857142857142855,64,0.015625
ITEM-00078,兴奋,False,1,0.0,64,0.015625
ITEM-00078,内疚,True,18,0.31746031746031744,64,0.28125
ITEM-00078,冷静,False,1,0.14285714285714285,64,0.015625
ITEM-00078,厌倦,False,1,0.14285714285714285,64,0.015625
ITEM-00078,厌恶,False,2,0.2857142857142857,64,0.03125
ITEM-00078,失望,False,2,0.2857142857142857,64,0.03125
ITEM-00078,委屈,False,11,0.20779220779220778,64,0.171875
ITEM-00078,审美欣赏,False,1,0.2857142857142857,64,0.015625
ITEM-00078,尴尬,False,2,0.14285714285714285,64,0.03125
ITEM-00078,希望,False,1,0.2857142857142857,64,0.015625
ITEM-00078,怀旧,False,1,0.0,64,0.015625
ITEM-00078,怨恨,False,2,0.5714285714285714,64,0.03125
ITEM-00078,恐惧,False,3,0.2857142857142857,64,0.046875
ITEM-00078,悲伤,True,51,0.24929971988795516,64,0.796875
ITEM-00078,愁闷,False,7,0.22448979591836735,64,0.109375
ITEM-00078,感激,False,1,0.14285714285714285,64,0.015625
ITEM-00078,愤怒,False,1,0.0,64,0.015625
ITEM-00078,抑郁,False,1,0.14285714285714285,64,0.015625
ITEM-00078,担忧,False,5,0.2571428571428571,64,0.078125
ITEM-00078,烦躁,False,4,0.25,64,0.0625
ITEM-00078,焦虑,False,4,0.3214285714285714,64,0.0625
ITEM-00078,爱,False,2,0.2857142857142857,64,0.03125
ITEM-00078,痛苦,False,7,0.18367346938775508,64,0.109375
ITEM-00078,紧张,False,2,0.3571428571428571,64,0.03125
ITEM-00078,绝望,False,3,0.38095238095238093,64,0.046875
ITEM-00078,羞耻,False,2,0.14285714285714285,64,0.03125
ITEM-00078,遗憾,False,2,0.3571428571428571,64,0.03125
ITEM-00079,兴趣,False,1,0.0,34,0.029411764705882353
ITEM-00079,内疚,False,1,0.14285714285714285,34,0.029411764705882353
ITEM-00079,冷静,False,3,0.09523809523809523,34,0.08823529411764706
ITEM-00079,厌恶,False,1,0.2857142857142857,34,0.029411764705882353
ITEM-00079,困惑,False,3,0.14285714285714285,34,0.08823529411764706
ITEM-00079,失望,False,4,0.42857142857142855,34,0.11764705882352941
ITEM-00079,好奇,False,1,0.0,34,0.029411764705882353
ITEM-00079,委屈,True,27,0.2116402116402116,34,0.7941176470588235
ITEM-00079,尴尬,False,2,0.07142857142857142,34,0.058823529411764705
ITEM-00079,平静,False,3,0.19047619047619047,34,0.08823529411764706
ITEM-00079,怨恨,False,2,0.07142857142857142,34,0.058823529411764705
ITEM-00079,恐惧,False,3,0.2857142857142857,34,0.08823529411764706
ITEM-00079,悲伤,True,16,0.19642857142857142,34,0.47058823529411764
ITEM-00079,愁闷,False,2,0.14285714285714285,34,0.058823529411764705
ITEM-00079,担忧,False,4,0.25,34,0.11764705882352941
ITEM-00079,渴望,False,1,0.14285714285714285,34,0.029411764705882353
ITEM-00079,烦躁,False,1,0.14285714285714285,34,0.029411764705882353
ITEM-00079,紧张,False,2,0.14285714285714285,34,0.058823529411764705
ITEM-00079,绝望,False,2,0.14285714285714285,34,0.058823529411764705
ITEM-00079,羞耻,False,1,0.14285714285714285,34,0.029411764705882353
ITEM-00080,共情痛苦,False,2,0.2857142857142857,35,0.05714285714285714
ITEM-00080,兴奋,False,1,0.0,35,0.02857142857142857
ITEM-00080,冷静,False,2,0.07142857142857142,35,0.05714285714285714
ITEM-00080,困惑,False,1,0.42857142857142855,35,0.02857142857142857
ITEM-00080,失望,False,1,0.14285714285714285,35,0.02857142857142857
ITEM-00080,委屈,False,2,0.2857142857142857,35,0.05714285714285714
ITEM-00080,尴尬,False,1,0.2857142857142857,35,0.02857142857142857
ITEM-00080,希望,False,1,0.2857142857142857,35,0.02857142857142857
ITEM-00080,平静,False,1,0.14285714285714285,35,0.02857142857142857
ITEM-00080,怀旧,True,17,0.22689075630252098,35,0.4857142857142857
ITEM-00080,悲伤,False,6,0.21428571428571427,35,0.17142857142857143
ITEM-00080,惊讶,False,1,0.14285714285714285,35,0.02857142857142857
ITEM-00080,愁闷,False,2,0.21428571428571427,35,0.05714285714285714
ITEM-00080,愉悦,True,4,0.2857142857142857,35,0.11428571428571428
ITEM-00080,感动,True,3,0.3333333333333333,35,0.08571428571428572
ITEM-00080,渴望,False,1,0.14285714285714285,35,0.02857142857142857
ITEM-00080,痛苦,False,1,0.14285714285714285,35,0.02857142857142857
ITEM-00080,紧张,False,1,0.14285714285714285,35,0.02857142857142857
ITEM-00080,羞耻,False,1,0.2857142857142857,35,0.02857142857142857
ITEM-00080,遗憾,True,27,0.1693121693121693,35,0.7714285714285715
ITEM-00080,释然,False,2,0.21428571428571427,35,0.05714285714285714
ITEM-00081,共情痛苦,False,5,0.37333333333333335,26,0.19230769230769232
ITEM-00081,兴趣,False,2,0.4,26,0.07692307692307693
ITEM-00081,内疚,False,3,0.17777777777777778,26,0.11538461538461539
ITEM-00081,厌倦,False,1,0.4,26,0.038461538461538464
ITEM-00081,审美欣赏,True,20,0.29,26,0.7692307692307693
ITEM-00081,怀旧,True,15,0.2577777777777778,26,0.5769230769230769
ITEM-00081,愁闷,False,1,0.2,26,0.038461538461538464
ITEM-00081,感动,False,2,0.23333333333333334,26,0.07692307692307693
ITEM-00081,抑郁,False,2,0.26666666666666666,26,0.07692307692307693
ITEM-00081,满足,False,1,0.3333333333333333,26,0.038461538461538464
ITEM-00081,蔑视,False,1,0.4,26,0.038461538461538464
ITEM-00081,轻松,False,1,0.4,26,0.038461538461538464
ITEM-00081,遗憾,False,2,0.16666666666666669,26,0.07692307692307693
ITEM-00081,释然,False,2,0.4,26,0.07692307692307693
ITEM-00081,震惊,False,1,0.3333333333333333,26,0.038461538461538464
ITEM-00082,内疚,False,1,0.2,15,0.06666666666666667
ITEM-00082,冷静,False,1,0.4666666666666667,15,0.06666666666666667
ITEM-00082,审美欣赏,False,1,0.13333333333333333,15,0.06666666666666667
ITEM-00082,尴尬,False,2,0.23333333333333334,15,0.13333333333333333
ITEM-00082,恐惧,False,1,0.5333333333333333,15,0.06666666666666667
ITEM-00082,惊讶,False,2,0.3666666666666667,15,0.13333333333333333
ITEM-00082,愁闷,False,1,0.2,15,0.06666666666666667
ITEM-00082,感动,False,1,0.13333333333333333,15,0.06666666666666667
ITEM-00082,担忧,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00082,敌意,False,2,0.2,15,0.13333333333333333
ITEM-00082,焦虑,True,8,0.275,15,0.5333333333333333
ITEM-00082,痛苦,False,1,0.4666666666666667,15,0.06666666666666667
ITEM-00082,紧张,True,13,0.29230769230769227,15,0.8666666666666667
ITEM-00083,兴奋,False,1,0.26666666666666666,19,0.05263157894736842
ITEM-00083,好奇,False,1,0.26666666666666666,19,0.05263157894736842
ITEM-00083,审美欣赏,False,2,0.23333333333333334,19,0.10526315789473684
ITEM-00083,希望,False,2,0.26666666666666666,19,0.10526315789473684
ITEM-00083,平静,False,1,0.4,19,0.05263157894736842
ITEM-00083,怀旧,False,1,0.13333333333333333,19,0.05263157894736842
ITEM-00083,愉悦,False,2,0.26666666666666666,19,0.10526315789473684
ITEM-00083,渴望,False,1,0.4,19,0.05263157894736842
ITEM-00083,满足,False,1,0.06666666666666667,19,0.05263157894736842
ITEM-00083,爱,True,16,0.2833333333333333,19,0.8421052631578947
ITEM-00083,紧张,False,2,0.33333333333333337,19,0.10526315789473684
ITEM-00083,蔑视,False,1,0.2,19,0.05263157894736842
ITEM-00083,轻松,False,2,0.26666666666666666,19,0.10526315789473684
ITEM-00083,遗憾,False,2,0.3,19,0.10526315789473684
ITEM-00083,释然,True,6,0.37777777777777777,19,0.3157894736842105
ITEM-00084,不屑,False,1,0.2857142857142857,43,0.023255813953488372
ITEM-00084,内疚,False,2,0.07142857142857142,43,0.046511627906976744
ITEM-00084,冷静,False,1,0.0,43,0.023255813953488372
ITEM-00084,厌倦,False,1,0.14285714285714285,43,0.023255813953488372
ITEM-00084,厌恶,False,2,0.14285714285714285,43,0.046511627906976744
ITEM-00084,困惑,False,2,0.3571428571428571,43,0.046511627906976744
ITEM-00084,失望,False,5,0.2571428571428571,43,0.11627906976744186
ITEM-00084,委屈,False,4,0.14285714285714285,43,0.09302325581395349
ITEM-00084,嫉妒,False,5,0.2,43,0.11627906976744186
ITEM-00084,尴尬,False,2,0.07142857142857142,43,0.046511627906976744
ITEM-00084,快乐,False,1,0.2857142857142857,43,0.023255813953488372
ITEM-00084,怨恨,False,6,0.19047619047619047,43,0.13953488372093023
ITEM-00084,悲伤,False,2,0.21428571428571427,43,0.046511627906976744
ITEM-00084,惊讶,False,1,0.14285714285714285,43,0.023255813953488372
ITEM-00084,愁闷,False,3,0.14285714285714285,43,0.06976744186046512
ITEM-00084,愤怒,False,6,0.21428571428571427,43,0.13953488372093023
ITEM-00084,担忧,False,1,0.14285714285714285,43,0.023255813953488372
ITEM-00084,敌意,False,2,0.21428571428571427,43,0.046511627906976744
ITEM-00084,烦躁,True,24,0.24404761904761904,43,0.5581395348837209
ITEM-00084,焦虑,False,3,0.19047619047619047,43,0.06976744186046512
ITEM-00084,痛苦,False,2,0.3571428571428571,43,0.046511627906976744
ITEM-00084,绝望,False,1,0.0,43,0.023255813953488372
ITEM-00084,羞耻,True,7,0.2857142857142857,43,0.16279069767441862
ITEM-00084,蔑视,False,4,0.17857142857142855,43,0.09302325581395349
ITEM-00084,震惊,False,4,0.2857142857142857,43,0.09302325581395349
ITEM-00085,兴奋,True,12,0.3,13,0.9230769230769231
ITEM-00085,委屈,False,1,0.26666666666666666,13,0.07692307692307693
ITEM-00085,希望,False,1,0.26666666666666666,13,0.07692307692307693
ITEM-00085,快乐,False,1,0.5333333333333333,13,0.07692307692307693
ITEM-00085,惊喜,False,1,0.4666666666666667,13,0.07692307692307693
ITEM-00085,惊讶,False,1,0.26666666666666666,13,0.07692307692307693
ITEM-00085,愉悦,False,1,0.2,13,0.07692307692307693
ITEM-00085,感动,False,2,0.43333333333333335,13,0.15384615384615385
ITEM-00085,感激,False,1,0.13333333333333333,13,0.07692307692307693
ITEM-00085,满足,False,3,0.2888888888888889,13,0.23076923076923078
ITEM-00085,爱,False,2,0.4,13,0.15384615384615385
ITEM-00085,自豪,True,13,0.28717948717948716,13,1.0
ITEM-00086,不屑,False,3,0.19047619047619047,51,0.058823529411764705
ITEM-00086,共情痛苦,False,1,0.0,51,0.0196078431372549
ITEM-00086,厌倦,True,29,0.19704433497536947,51,0.5686274509803921
ITEM-00086,厌恶,False,2,0.07142857142857142,51,0.0392156862745098
ITEM-00086,困惑,False,1,0.0,51,0.0196078431372549
ITEM-00086,失望,False,2,0.14285714285714285,51,0.0392156862745098
ITEM-00086,委屈,False,1,0.14285714285714285,51,0.0196078431372549
ITEM-00086,嫉妒,False,2,0.14285714285714285,51,0.0392156862745098
ITEM-00086,怨恨,False,3,0.3333333333333333,51,0.058823529411764705
ITEM-00086,愤怒,False,2,0.2857142857142857,51,0.0392156862745098
ITEM-00086,敌意,False,8,0.25,51,0.1568627450980392
ITEM-00086,烦躁,True,43,0.19933554817275748,51,0.8431372549019608
ITEM-00086,羞耻,False,1,0.14285714285714285,51,0.0196078431372549
ITEM-00086,自豪,False,1,0.14285714285714285,51,0.0196078431372549
ITEM-00086,蔑视,False,5,0.22857142857142856,51,0.09803921568627451
ITEM-00086,轻松,False,1,0.0,51,0.0196078431372549
ITEM-00086,释然,False,1,0.0,51,0.0196078431372549
ITEM-00086,震惊,False,3,0.14285714285714285,51,0.058823529411764705
ITEM-00087,兴奋,True,11,0.28484848484848485,17,0.6470588235294118
ITEM-00087,兴趣,False,2,0.2,17,0.11764705882352941
ITEM-00087,好奇,False,3,0.26666666666666666,17,0.17647058823529413
ITEM-00087,崇拜,False,1,0.3333333333333333,17,0.058823529411764705
ITEM-00087,希望,False,1,0.3333333333333333,17,0.058823529411764705
