题目编号,情绪标签,强度1级人次,强度2级人次,强度3级人次,强度4级人次,强度5级人次
ITEM-00076,震惊,1,0,0,1,1
ITEM-00077,不屑,0,0,2,0,0
ITEM-00077,厌倦,0,2,4,5,2
ITEM-00077,厌恶,0,0,1,1,0
ITEM-00077,困惑,0,0,3,0,0
ITEM-00077,失望,1,0,0,1,0
ITEM-00077,委屈,0,0,1,0,1
ITEM-00077,尴尬,0,0,0,1,0
ITEM-00077,怀旧,0,0,0,1,0
ITEM-00077,怨恨,0,0,0,0,1
ITEM-00077,惊讶,0,0,0,1,0
ITEM-00077,愤怒,0,1,1,1,0
ITEM-00077,敌意,0,1,0,0,0
ITEM-00077,烦躁,0,0,2,7,10
ITEM-00077,焦虑,0,0,1,0,0
ITEM-00077,绝望,0,1,0,0,0
ITEM-00077,蔑视,0,0,0,1,0
ITEM-00078,共情痛苦,0,0,0,1,0
ITEM-00078,兴奋,0,1,0,0,0
ITEM-00078,内疚,0,1,6,8,3
ITEM-00078,冷静,0,0,1,0,0
ITEM-00078,厌倦,0,0,1,0,0
ITEM-00078,厌恶,0,0,1,1,0
ITEM-00078,失望,0,0,2,0,0
ITEM-00078,委屈,0,0,0,4,7
ITEM-00078,审美欣赏,0,0,0,1,0
ITEM-00078,尴尬,0,0,2,0,0
ITEM-00078,希望,0,0,0,1,0
ITEM-00078,怀旧,0,0,0,1,0
ITEM-00078,怨恨,1,0,0,0,1
ITEM-00078,恐惧,0,2,0,1,0
ITEM-00078,悲伤,0,3,8,19,21
ITEM-00078,愁闷,0,0,3,2,2
ITEM-00078,感激,0,0,1,0,0
ITEM-00078,愤怒,0,0,0,1,0
ITEM-00078,抑郁,0,0,0,1,0
ITEM-00078,担忧,0,0,2,3,0
ITEM-00078,烦躁,0,2,1,0,1
ITEM-00078,焦虑,0,0,1,2,1
ITEM-00078,爱,0,0,2,0,0
ITEM-00078,痛苦,0,1,2,2,2
ITEM-00078,紧张,0,0,0,1,1
ITEM-00078,绝望,1,0,0,1,1
ITEM-00078,羞耻,0,0,1,1,0
ITEM-00078,遗憾,0,0,1,0,1
ITEM-00079,兴趣,0,0,1,0,0
ITEM-00079,内疚,0,0,0,1,0
ITEM-00079,冷静,0,1,1,1,0
ITEM-00079,厌恶,0,1,0,0,0
ITEM-00079,困惑,0,0,1,2,0
ITEM-00079,失望,0,1,0,2,1
ITEM-00079,好奇,0,1,0,0,0
ITEM-00079,委屈,0,1,5,10,11
ITEM-00079,尴尬,0,0,0,2,0
ITEM-00079,平静,0,1,0,1,1
ITEM-00079,怨恨,0,0,0,2,0
ITEM-00079,恐惧,0,1,0,1,1
ITEM-00079,悲伤,1,2,2,8,3
ITEM-00079,愁闷,0,0,0,1,1
ITEM-00079,担忧,0,0,3,1,0
ITEM-00079,渴望,0,0,1,0,0
ITEM-00079,烦躁,0,0,0,1,0
ITEM-00079,紧张,1,1,0,0,0
ITEM-00079,绝望,0,0,0,1,1
ITEM-00079,羞耻,0,1,0,0,0
ITEM-00080,共情痛苦,0,0,2,0,0
ITEM-00080,兴奋,0,0,1,0,0
ITEM-00080,冷静,0,0,0,1,1
ITEM-00080,困惑,0,0,0,0,1
ITEM-00080,失望,0,0,1,0,0
ITEM-00080,委屈,0,0,1,1,0
ITEM-00080,尴尬,0,0,1,0,0
ITEM-00080,希望,0,0,1,0,0
ITEM-00080,平静,0,0,0,0,1
ITEM-00080,怀旧,0,2,5,4,6
ITEM-00080,悲伤,0,0,2,3,1
ITEM-00080,惊讶,0,0,0,1,0
ITEM-00080,愁闷,0,0,1,1,0
ITEM-00080,愉悦,0,0,3,0,1
ITEM-00080,感动,0,0,0,3,0
ITEM-00080,渴望,0,0,1,0,0
ITEM-00080,痛苦,0,0,0,0,1
ITEM-00080,紧张,0,0,0,1,0
ITEM-00080,羞耻,0,0,0,1,0
ITEM-00080,遗憾,0,2,5,8,12
ITEM-00080,释然,0,0,0,1,1
ITEM-00081,共情痛苦,0,0,2,2,1
ITEM-00081,兴趣,0,0,1,1,0
ITEM-00081,内疚,0,1,1,1,0
ITEM-00081,厌倦,0,0,0,1,0
ITEM-00081,审美欣赏,0,3,3,8,6
ITEM-00081,怀旧,0,1,2,8,4
ITEM-00081,愁闷,0,0,1,0,0
ITEM-00081,感动,1,0,0,0,1
ITEM-00081,抑郁,0,0,2,0,0
ITEM-00081,满足,0,0,1,0,0
ITEM-00081,蔑视,0,0,1,0,0
ITEM-00081,轻松,0,0,0,1,0
ITEM-00081,遗憾,0,0,1,1,0
ITEM-00081,释然,0,0,2,0,0
ITEM-00081,震惊,0,0,1,0,0
ITEM-00082,内疚,0,0,0,1,0
ITEM-00082,冷静,0,0,1,0,0
ITEM-00082,审美欣赏,0,0,1,0,0
ITEM-00082,尴尬,0,0,0,2,0
ITEM-00082,恐惧,0,0,0,0,1
ITEM-00082,惊讶,1,0,0,0,1
ITEM-00082,愁闷,0,0,0,1,0
ITEM-00082,感动,0,0,0,1,0
ITEM-00082,担忧,0,0,1,0,0
ITEM-00082,敌意,0,0,1,0,1
ITEM-00082,焦虑,0,0,2,5,1
ITEM-00082,痛苦,0,1,0,0,0
ITEM-00082,紧张,0,0,4,2,7
ITEM-00083,兴奋,0,0,0,1,0
ITEM-00083,好奇,0,0,0,0,1
ITEM-00083,审美欣赏,0,0,0,2,0
ITEM-00083,希望,0,0,1,1,0
ITEM-00083,平静,0,1,0,0,0
ITEM-00083,怀旧,0,0,0,1,0
ITEM-00083,愉悦,0,0,2,0,0
ITEM-00083,渴望,0,0,0,1,0
ITEM-00083,满足,0,0,0,1,0
ITEM-00083,爱,0,0,1,11,4
ITEM-00083,紧张,0,1,0,1,0
ITEM-00083,蔑视,0,0,1,0,0
ITEM-00083,轻松,0,0,1,0,1
ITEM-00083,遗憾,0,0,1,1,0
ITEM-00083,释然,0,1,1,3,1
ITEM-00084,不屑,0,0,1,0,0
ITEM-00084,内疚,0,0,1,1,0
ITEM-00084,冷静,0,0,1,0,0
ITEM-00084,厌倦,0,0,0,0,1
ITEM-00084,厌恶,0,0,0,2,0
ITEM-00084,困惑,0,0,0,1,1
ITEM-00084,失望,0,0,1,3,1
ITEM-00084,委屈,0,0,0,3,1
ITEM-00084,嫉妒,0,0,2,3,0
ITEM-00084,尴尬,0,0,1,0,1
ITEM-00084,快乐,0,0,1,0,0
ITEM-00084,怨恨,0,1,0,3,2
ITEM-00084,悲伤,0,0,1,1,0
ITEM-00084,惊讶,0,0,0,0,1
ITEM-00084,愁闷,0,0,0,2,1
ITEM-00084,愤怒,0,0,0,2,4
ITEM-00084,担忧,0,0,0,1,0
ITEM-00084,敌意,0,0,1,1,0
ITEM-00084,烦躁,0,1,5,7,11
ITEM-00084,焦虑,0,0,0,1,2
ITEM-00084,痛苦,0,0,1,1,0
ITEM-00084,绝望,0,0,1,0,0
ITEM-00084,羞耻,0,0,3,3,1
ITEM-00084,蔑视,1,0,0,3,0
ITEM-00084,震惊,0,0,2,1,1
ITEM-00085,兴奋,0,0,4,1,7
ITEM-00085,委屈,0,0,1,0,0
ITEM-00085,希望,0,0,0,0,1
ITEM-00085,快乐,0,0,0,0,1
ITEM-00085,惊喜,0,0,1,0,0
ITEM-00085,惊讶,0,0,0,1,0
ITEM-00085,愉悦,0,0,0,1,0
ITEM-00085,感动,0,0,1,0,1
ITEM-00085,感激,0,0,0,1,0
ITEM-00085,满足,0,0,0,3,0
ITEM-00085,爱,0,0,0,0,2
ITEM-00085,自豪,0,0,2,4,7
ITEM-00086,不屑,0,0,1,1,1
ITEM-00086,共情痛苦,0,0,0,1,0
ITEM-00086,厌倦,0,3,6,13,7
ITEM-00086,厌恶,0,0,0,1,1
ITEM-00086,困惑,0,0,1,0,0
ITEM-00086,失望,0,0,0,1,1
ITEM-00086,委屈,0,0,1,0,0
ITEM-00086,嫉妒,0,0,2,0,0
ITEM-00086,怨恨,0,1,0,1,1
ITEM-00086,愤怒,0,0,0,2,0
ITEM-00086,敌意,0,1,2,4,1
ITEM-00086,烦躁,0,0,6,16,21
ITEM-00086,羞耻,0,0,0,0,1
ITEM-00086,自豪,0,0,0,0,1
ITEM-00086,蔑视,0,1,3,1,0
ITEM-00086,轻松,0,0,1,0,0
ITEM-00086,释然,0,0,0,1,0
ITEM-00086,震惊,0,0,2,1,0
ITEM-00087,兴奋,0,0,2,4,5
ITEM-00087,兴趣,0,0,0,2,0
ITEM-00087,好奇,0,0,1,1,1
ITEM-00087,崇拜,0,0,0,1,0
ITEM-00087,希望,0,0,1,0,0
ITEM-00087,快乐,0,0,0,2,2
ITEM-00087,惊喜,0,1,2,4,5
ITEM-00087,愉悦,0,0,0,3,0
ITEM-00087,感动,0,0,1,1,0
ITEM-00087,满足,0,0,0,0,2
ITEM-00087,爱,0,1,2,2,8
ITEM-00087,遗憾,0,0,1,0,0
ITEM-00087,震惊,0,0,0,1,0
ITEM-00088,兴奋,0,1,3,8,10
ITEM-00088,快乐,0,0,5,6,9
ITEM-00088,惊喜,1,0,5,7,6
ITEM-00088,惊讶,0,0,1,0,0
ITEM-00088,愉悦,0,0,0,0,2
ITEM-00088,爱,0,0,5,8,5
ITEM-00088,轻松,0,0,0,0,1
ITEM-00089,兴奋,0,0,0,1,0
ITEM-00089,内疚,0,0,1,0,0
ITEM-00089,厌恶,0,0,0,0,1
ITEM-00089,同情,0,0,3,5,5
ITEM-00089,困惑,0,0,0,0,2
ITEM-00089,失望,0,0,0,0,1
ITEM-00089,委屈,0,0,1,0,0
ITEM-00089,悲伤,0,0,4,5,6
ITEM-00089,感激,0,0,0,1,0
ITEM-00089,抑郁,0,0,0,1,0
ITEM-00089,担忧,0,0,3,6,4
ITEM-00089,敌意,0,0,0,0,1
ITEM-00089,痛苦,0,0,2,0,0
ITEM-00089,紧张,0,0,1,0,0
ITEM-00089,震惊,0,0,1,2,1
ITEM-00090,共情痛苦,0,0,0,0,1
ITEM-00090,兴奋,0,0,0,1,0
ITEM-00090,内疚,0,0,0,2,0
ITEM-00090,厌恶,0,0,0,2,1
ITEM-00090,困惑,0,0,1,1,0
ITEM-00090,失望,0,1,4,11,5
ITEM-00090,委屈,0,1,0,0,0
ITEM-00090,希望,0,0,0,1,0
ITEM-00090,怨恨,0,0,2,11,12
ITEM-00090,恐惧,0,1,0,0,0
ITEM-00090,悲伤,0,0,0,2,0
ITEM-00090,愁闷,0,0,1,0,0
ITEM-00090,愤怒,0,0,0,0,1
ITEM-00090,抑郁,0,0,0,1,0
ITEM-00090,敌意,0,0,0,3,0
ITEM-00090,烦躁,0,0,0,2,0
ITEM-00090,焦虑,0,0,1,0,0
ITEM-00090,痛苦,0,0,1,2,1
ITEM-00090,紧张,0,0,1,0,0
ITEM-00090,绝望,0,0,1,2,1
ITEM-00090,遗憾,0,0,0,2,0
ITEM-00090,震惊,0,0,0,0,1
ITEM-00091,不屑,0,0,1,0,0
ITEM-00091,共情痛苦,0,0,0,4,0
ITEM-00091,兴奋,0,0,0,0,1
ITEM-00091,内疚,0,0,3,5,6
ITEM-00091,厌倦,0,0,1,0,0
ITEM-00091,失望,0,0,0,1,1
ITEM-00091,委屈,0,0,0,1,2
ITEM-00091,恐惧,0,0,0,0,1
ITEM-00091,悲伤,0,0,1,0,1
ITEM-00091,抑郁,0,0,1,0,0
ITEM-00091,担忧,0,0,0,2,1
ITEM-00091,渴望,0,0,0,1,0
ITEM-00091,烦躁,0,1,1,1,0
ITEM-00091,痛苦,0,0,3,8,11
ITEM-00091,紧张,0,0,1,0,1
ITEM-00091,绝望,0,1,0,0,1
ITEM-00091,遗憾,1,0,0,0,0
ITEM-00091,震惊,0,0,1,0,0
ITEM-00092,共情痛苦,0,0,0,1,0
ITEM-00092,内疚,0,0,1,6,13
ITEM-00092,委屈,0,0,0,0,1
ITEM-00092,怀旧,0,0,0,1,0
ITEM-00092,悲伤,1,0,1,7,16
ITEM-00092,愁闷,0,0,0,1,1
ITEM-00092,抑郁,0,0,1,0,0
ITEM-00092,担忧,0,0,0,1,0
ITEM-00092,烦躁,0,0,0,2,0
ITEM-00092,爱,0,0,0,1,1
ITEM-00092,痛苦,1,0,2,10,8
ITEM-00092,羞耻,1,0,0,0,0
ITEM-00092,遗憾,0,0,1,1,1
ITEM-00093,共情痛苦,0,0,0,2,0
ITEM-00093,内疚,0,0,0,1,0
ITEM-00093,困惑,0,0,1,1,0
ITEM-00093,失望,0,1,1,1,0
ITEM-00093,委屈,0,3,8,9,6
ITEM-00093,审美欣赏,0,0,1,0,0
ITEM-00093,怨恨,0,0,0,1,0
ITEM-00093,恐惧,0,0,0,1,0
ITEM-00093,悲伤,0,0,7,7,12
ITEM-00093,愁闷,0,0,1,1,0
ITEM-00093,感动,0,1,1,0,1
ITEM-00093,满足,0,0,1,0,0
ITEM-00093,烦躁,1,0,0,1,0
ITEM-00093,焦虑,0,0,1,2,0
ITEM-00093,痛苦,0,0,0,0,2
ITEM-00093,紧张,0,0,1,2,0
ITEM-00093,绝望,0,0,3,1,0
ITEM-00093,遗憾,0,0,2,0,0
ITEM-00093,释然,0,0,1,0,0
ITEM-00094,共情痛苦,0,0,1,0,0
ITEM-00094,兴趣,0,0,3,7,3
ITEM-00094,厌恶,0,0,0,1,0
ITEM-00094,好奇,0,0,0,1,1
ITEM-00094,审美欣赏,0,0,0,0,1
ITEM-00094,尴尬,0,0,1,1,0
ITEM-00094,希望,1,0,0,0,0
ITEM-00094,平静,0,0,1,0,0
ITEM-00094,快乐,0,0,0,1,0
ITEM-00094,怀旧,0,0,1,0,0
ITEM-00094,愉悦,0,0,0,2,0
ITEM-00094,愤怒,0,0,1,0,0
ITEM-00094,担忧,0,1,0,0,0
ITEM-00094,渴望,0,0,1,1,3
ITEM-00094,爱,0,0,1,0,0
ITEM-00094,紧张,0,1,0,0,0
ITEM-00094,轻松,0,0,1,2,0
ITEM-00094,释然,0,0,0,1,0
ITEM-00094,震惊,0,0,1,0,0
ITEM-00095,共情痛苦,0,0,0,0,1
ITEM-00095,内疚,0,0,2,2,22
ITEM-00095,厌倦,0,0,1,0,0
ITEM-00095,委屈,0,1,1,0,0
ITEM-00095,希望,0,0,0,0,1
ITEM-00095,恐惧,0,0,0,1,0
ITEM-00095,悲伤,0,0,0,1,2
ITEM-00095,抑郁,0,0,1,1,0
ITEM-00095,焦虑,0,0,1,0,0
ITEM-00095,爱,0,0,0,1,0
ITEM-00095,痛苦,0,0,3,11,9
ITEM-00095,紧张,0,0,1,0,0
ITEM-00095,绝望,0,0,0,1,0
ITEM-00095,羞耻,0,0,1,2,0
ITEM-00095,遗憾,1,1,0,2,1
ITEM-00096,兴奋,0,0,0,1,0
ITEM-00096,兴趣,0,1,0,0,1
ITEM-00096,好奇,0,0,0,0,1
ITEM-00096,审美欣赏,0,0,8,7,14
ITEM-00096,希望,0,0,3,1,0
ITEM-00096,平静,0,1,1,1,3
ITEM-00096,快乐,0,0,0,3,4
ITEM-00096,怀旧,0,1,0,0,0
ITEM-00096,惊喜,0,0,0,3,0
ITEM-00096,愉悦,0,0,1,12,18
ITEM-00096,感激,0,0,1,0,1
ITEM-00096,渴望,0,0,1,0,0
ITEM-00096,满足,0,0,1,1,4
ITEM-00096,爱,0,0,0,2,2
ITEM-00096,自满,0,1,1,0,0
ITEM-00096,轻松,0,0,2,2,0
ITEM-00096,释然,0,0,0,1,0
ITEM-00096,震惊,0,0,1,0,0
ITEM-00097,冷静,0,0,1,0,0
ITEM-00097,厌倦,0,0,1,1,1
ITEM-00097,厌恶,0,0,1,0,0
ITEM-00097,嫉妒,0,0,0,1,0
ITEM-00097,审美欣赏,0,0,0,1,0
ITEM-00097,希望,0,0,1,1,0
ITEM-00097,平静,0,0,1,2,0
ITEM-00097,快乐,0,1,2,4,1
ITEM-00097,怀旧,0,0,2,2,0
ITEM-00097,恐惧,0,1,0,0,0
ITEM-00097,愁闷,0,0,0,0,1
ITEM-00097,愉悦,0,0,1,2,1
ITEM-00097,担忧,0,0,1,0,0
ITEM-00097,敌意,0,0,0,2,0
ITEM-00097,渴望,0,0,1,0,0
ITEM-00097,满足,0,0,0,2,1
ITEM-00097,烦躁,0,0,0,1,0
ITEM-00097,紧张,0,0,0,1,0
ITEM-00097,绝望,0,0,0,1,0
ITEM-00097,自满,0,0,0,1,1
ITEM-00097,自豪,0,0,4,0,0
ITEM-00097,蔑视,0,1,0,1,1
ITEM-00097,轻松,0,1,3,10,5
ITEM-00097,遗憾,0,0,0,1,1
ITEM-00097,释然,0,0,1,0,0
ITEM-00098,共情痛苦,0,0,1,0,0
ITEM-00098,兴趣,0,0,0,0,1
ITEM-00098,审美欣赏,0,0,0,1,0
ITEM-00098,平静,0,0,0,0,1
ITEM-00098,快乐,0,0,2,1,2
ITEM-00098,愉悦,0,0,0,1,1
ITEM-00098,感激,0,3,2,2,2
ITEM-00098,担忧,0,0,1,0,0
ITEM-00098,渴望,0,0,1,0,0
ITEM-00098,满足,0,0,0,8,4
ITEM-00098,烦躁,0,0,1,0,0
ITEM-00098,爱,0,0,0,1,0
ITEM-00098,紧张,0,0,1,1,0
ITEM-00098,自满,0,0,0,1,0
ITEM-00098,自豪,1,1,3,8,8
ITEM-00098,震惊,0,1,0,1,0
ITEM-00100,不屑,0,0,6,9,5
ITEM-00100,兴奋,0,0,0,1,0
ITEM-00100,内疚,0,0,0,0,1
ITEM-00100,厌恶,0,0,1,2,0
ITEM-00100,好奇,1,0,0,0,0
ITEM-00100,委屈,0,0,1,0,0
ITEM-00100,希望,0,0,1,0,0
ITEM-00100,平静,0,0,0,1,0
ITEM-00100,得意,1,1,2,8,7
ITEM-00100,快乐,0,0,1,0,0
ITEM-00100,怨恨,0,0,0,1,0
ITEM-00100,悲伤,0,0,1,0,0
ITEM-00100,惊讶,0,0,0,1,0
ITEM-00100,愁闷,0,0,0,1,0
ITEM-00100,抑郁,0,0,0,1,0
ITEM-00100,担忧,0,0,0,0,1
ITEM-00100,满足,0,0,0,1,0
ITEM-00100,烦躁,0,0,1,2,1
ITEM-00100,焦虑,0,1,0,0,0
ITEM-00100,绝望,0,0,0,1,1
ITEM-00100,自满,0,0,0,1,3
ITEM-00100,自豪,0,0,0,2,0
ITEM-00100,蔑视,0,0,1,1,1
ITEM-00100,轻松,0,1,1,2,1
ITEM-00100,遗憾,0,0,1,0,0
ITEM-00100,震惊,0,0,0,2,0
ITEM-00101,不屑,0,0,2,0,1
ITEM-00101,厌恶,0,0,0,2,0
ITEM-00101,困惑,0,2,6,6,1
ITEM-00101,失望,0,1,0,0,1
ITEM-00101,委屈,0,0,2,0,0
ITEM-00101,尴尬,0,1,1,8,7
ITEM-00101,惊喜,0,0,1,0,0
ITEM-00101,惊讶,0,1,1,3,0
ITEM-00101,愁闷,0,0,0,2,0
ITEM-00101,愤怒,0,0,2,0,0
ITEM-00101,敌意,0,0,0,1,1
ITEM-00101,焦虑,0,0,1,0,0
ITEM-00101,痛苦,0,0,0,0,1
ITEM-00101,紧张,0,0,0,1,0
ITEM-00101,绝望,0,0,0,1,0
ITEM-00101,释然,0,0,1,0,0
ITEM-00102,兴奋,0,0,0,1,0
ITEM-00102,厌倦,0,0,2,2,0
ITEM-00102,厌恶,0,0,0,1,1
ITEM-00102,困惑,0,0,1,0,0
ITEM-00102,失望,0,1,1,0,1
ITEM-00102,委屈,0,0,0,1,0
ITEM-00102,希望,0,0,0,1,0
ITEM-00102,平静,0,0,0,1,0
ITEM-00102,惊讶,0,0,1,0,0
ITEM-00102,愁闷,0,0,1,0,0
ITEM-00102,愤怒,0,1,4,4,16
ITEM-00102,抑郁,0,0,0,1,0
ITEM-00102,担忧,0,0,1,1,0
ITEM-00102,敌意,0,1,1,1,0
ITEM-00102,渴望,0,0,0,1,0
ITEM-00102,烦躁,0,1,3,10,14
ITEM-00102,焦虑,0,1,0,0,1
ITEM-00102,蔑视,0,0,0,2,0
ITEM-00102,轻松,0,0,0,1,0
ITEM-00102,震惊,0,0,1,0,0
ITEM-00104,兴奋,0,0,0,9,17
ITEM-00104,自豪,0,0,0,0,1
ITEM-00105,不屑,1,0,0,0,0
ITEM-00105,共情痛苦,0,1,1,0,0
ITEM-00105,内疚,0,0,6,10,4
ITEM-00105,冷静,0,0,0,1,0
ITEM-00105,厌倦,0,0,1,0,0
ITEM-00105,厌恶,1,0,0,1,0
ITEM-00105,失望,0,1,1,0,1
ITEM-00105,委屈,0,0,1,0,0
ITEM-00105,尴尬,0,0,0,0,1
ITEM-00105,怨恨,0,0,0,1,0
ITEM-00105,恐惧,1,0,0,0,1
ITEM-00105,悲伤,0,1,0,1,0
ITEM-00105,惊讶,0,0,1,0,2
ITEM-00105,愁闷,0,0,2,0,0
ITEM-00105,愤怒,0,0,0,1,2
ITEM-00105,担忧,0,0,0,0,1
ITEM-00105,敌意,0,0,0,0,1
ITEM-00105,渴望,0,0,1,0,0
ITEM-00105,烦躁,0,0,0,1,0
ITEM-00105,焦虑,1,2,5,6,1
ITEM-00105,痛苦,0,0,1,1,0
ITEM-00105,紧张,0,0,7,14,6
ITEM-00105,遗憾,0,0,0,1,0
ITEM-00105,震惊,0,0,0,1,2
ITEM-00106,共情痛苦,0,0,0,0,1
ITEM-00106,冷静,0,0,0,0,1
ITEM-00106,审美欣赏,0,0,0,1,1
ITEM-00106,快乐,0,0,1,6,8
ITEM-00106,惊喜,0,0,0,0,1
ITEM-00106,愉悦,0,0,0,1,1
ITEM-00106,敌意,0,0,0,1,0
ITEM-00106,满足,0,0,1,2,1
ITEM-00106,爱,0,0,0,0,4
ITEM-00107,兴奋,0,0,0,0,3
ITEM-00107,厌恶,0,0,0,1,0
ITEM-00107,好奇,0,0,1,0,0
ITEM-00107,尴尬,0,0,1,0,1
ITEM-00107,崇拜,0,0,0,0,1
ITEM-00107,希望,0,0,0,2,0
ITEM-00107,快乐,0,0,3,4,12
ITEM-00107,惊讶,0,0,0,1,0
ITEM-00107,愉悦,0,0,0,3,1
ITEM-00107,感动,0,0,1,6,2
ITEM-00107,渴望,0,0,0,1,2
ITEM-00107,满足,0,1,0,4,3
ITEM-00107,爱,0,0,0,2,0
ITEM-00107,紧张,0,0,0,1,0
ITEM-00107,自满,0,0,0,0,1
ITEM-00107,自豪,0,1,0,0,0
ITEM-00107,轻松,0,1,0,0,0
ITEM-00107,震惊,0,0,0,1,0
ITEM-00108,共情痛苦,0,0,1,1,0
ITEM-00108,兴奋,0,0,1,0,0
ITEM-00108,内疚,0,0,1,4,0
ITEM-00108,厌恶,0,0,1,0,0
ITEM-00108,困惑,0,1,0,0,0
ITEM-00108,失望,0,0,0,2,0
ITEM-00108,好奇,0,0,1,0,0
ITEM-00108,委屈,0,0,0,1,1
ITEM-00108,尴尬,0,0,0,1,0
ITEM-00108,平静,0,0,1,1,0
ITEM-00108,快乐,0,0,0,1,0
ITEM-00108,怨恨,0,0,1,0,0
ITEM-00108,恐惧,0,1,0,1,0
ITEM-00108,悲伤,0,0,1,5,4
ITEM-00108,惊喜,0,0,1,0,0
ITEM-00108,惊讶,1,0,0,0,0
ITEM-00108,愁闷,0,0,0,3,0
ITEM-00108,愉悦,0,0,0,1,0
ITEM-00108,感动,0,0,0,1,3
ITEM-00108,抑郁,0,0,2,8,1
ITEM-00108,担忧,0,0,1,0,0
ITEM-00108,烦躁,0,0,0,0,1
ITEM-00108,焦虑,0,0,1,1,0
ITEM-00108,爱,0,0,0,0,1
ITEM-00108,痛苦,0,1,4,12,4
ITEM-00108,紧张,0,0,1,0,1
ITEM-00108,绝望,0,0,2,0,0
ITEM-00108,释然,0,0,1,1,0
ITEM-00109,不屑,0,1,1,0,1
ITEM-00109,兴趣,0,0,1,0,1
ITEM-00109,厌倦,0,0,6,14,7
ITEM-00109,厌恶,0,2,1,2,0
ITEM-00109,困惑,0,2,8,7,0
ITEM-00109,失望,0,1,1,1,1
ITEM-00109,好奇,0,1,1,0,0
ITEM-00109,委屈,0,0,1,0,0
ITEM-00109,尴尬,0,0,2,0,0
ITEM-00109,希望,0,0,1,0,0
ITEM-00109,平静,0,1,0,0,2
ITEM-00109,怨恨,0,1,0,0,0
ITEM-00109,悲伤,1,1,0,1,0
ITEM-00109,惊讶,0,0,1,0,0
ITEM-00109,愁闷,0,0,1,2,2
ITEM-00109,感动,0,0,1,0,0
ITEM-00109,感激,0,0,2,0,0
ITEM-00109,愤怒,0,0,1,1,0
ITEM-00109,抑郁,0,0,0,1,0
ITEM-00109,敌意,0,0,0,1,1
ITEM-00109,渴望,0,0,1,0,1
ITEM-00109,烦躁,0,0,0,2,1
ITEM-00109,爱,0,0,0,0,1
ITEM-00109,痛苦,0,0,1,0,0
ITEM-00109,紧张,1,0,0,0,0
ITEM-00109,绝望,0,0,0,0,1
ITEM-00109,羞耻,0,0,1,0,0
ITEM-00109,自满,0,0,1,0,0
ITEM-00109,自豪,0,0,0,0,1
ITEM-00109,轻松,0,0,0,1,0
ITEM-00109,释然,0,0,1,2,0
ITEM-00109,震惊,0,0,0,1,0
ITEM-00110,共情痛苦,0,0,1,1,2
ITEM-00110,内疚,1,0,1,0,2
ITEM-00110,冷静,0,0,0,0,1
ITEM-00110,厌倦,0,0,1,0,0
ITEM-00110,厌恶,0,0,0,1,0
ITEM-00110,困惑,0,0,0,0,1
ITEM-00110,失望,0,0,0,1,0
ITEM-00110,委屈,0,0,0,2,0
ITEM-00110,尴尬,0,0,1,0,0
ITEM-00110,平静,0,0,0,0,1
ITEM-00110,怨恨,0,1,0,0,0
ITEM-00110,恐惧,0,0,1,0,0
ITEM-00110,悲伤,0,1,0,1,0
ITEM-00110,惊讶,0,0,1,1,0
ITEM-00110,愁闷,0,0,1,2,2
ITEM-00110,感动,0,0,0,0,1
ITEM-00110,抑郁,1,0,3,3,3
ITEM-00110,担忧,0,0,1,0,2
ITEM-00110,烦躁,0,1,0,0,0
ITEM-00110,焦虑,0,0,1,0,2
ITEM-00110,痛苦,0,0,7,8,9
ITEM-00110,紧张,0,0,1,0,0
ITEM-00110,绝望,0,0,1,0,0
ITEM-00110,羞耻,0,0,1,0,0
ITEM-00110,遗憾,0,0,0,3,1
ITEM-00111,冷静,0,0,1,0,0
ITEM-00111,困惑,0,0,0,1,0
ITEM-00111,好奇,0,0,1,0,0
ITEM-00111,平静,0,1,0,0,0
ITEM-00111,无奈,0,1,2,2,2
ITEM-00111,蔑视,0,0,0,1,0
ITEM-00112,厌恶,0,0,0,1,0
ITEM-00112,怨恨,0,0,1,0,0
ITEM-00112,惊喜,0,0,0,1,0
ITEM-00112,愤怒,0,0,0,1,1
ITEM-00112,敌意,0,0,0,1,0
ITEM-00112,蔑视,0,0,0,1,0
ITEM-00113,共情痛苦,0,0,0,1,0
ITEM-00113,好奇,0,0,0,3,0
ITEM-00113,希望,0,0,0,1,0
ITEM-00113,紧张,0,0,0,0,1
ITEM-00113,蔑视,0,0,0,1,0
ITEM-00114,共情痛苦,0,0,0,1,0
ITEM-00114,困惑,0,0,1,2,0
ITEM-00114,悲伤,0,0,0,0,1
ITEM-00114,惊讶,0,0,1,1,0
ITEM-00114,遗憾,0,0,0,1,0
ITEM-00114,震惊,0,0,0,1,0
ITEM-00115,恐惧,0,0,0,1,0
ITEM-00115,担忧,0,0,0,1,0
ITEM-00115,震惊,0,0,1,3,4
ITEM-00116,共情痛苦,0,0,1,0,0
ITEM-00116,兴奋,0,0,0,1,0
ITEM-00116,悲伤,0,0,1,3,3
ITEM-00116,感动,0,0,2,0,0
ITEM-00116,感激,0,0,0,0,1
ITEM-00117,委屈,0,0,0,2,0
ITEM-00117,崇拜,0,0,0,1,0
ITEM-00117,怨恨,0,0,0,0,2
ITEM-00117,焦虑,0,0,0,2,0
ITEM-00117,爱,0,0,0,0,1
ITEM-00117,痛苦,0,0,0,1,0
ITEM-00117,遗憾,0,0,0,1,0
